# time ess z_mean
1609060336.784536123 0.000000000 0.000000000
1609060336.785312176 0.000000000 0.000000000
1609060336.809498787 0.000000000 0.000000000
1609060336.810202837 0.000000000 0.000000000
1609060336.834463596 0.000000000 0.000000000
1609060336.884246588 0.000000000 0.000000000
1609060336.884685278 0.000000000 0.000000000
1609060336.910194397 0.000000000 0.000000000
1609060336.934464693 0.000000000 0.000000000
1609060336.935131550 0.000000000 0.000000000
1609060336.959261656 0.000000000 0.000000000
1609060336.960238934 0.000000000 0.000000000
1609060336.984440088 0.000000000 0.000000000
1609060336.985346317 0.000000000 0.000000000
1609060337.009539843 0.000000000 0.000000000
1609060337.009703875 0.000000000 0.000000000
1609060337.059237242 0.000000000 0.000000000
1609060337.059683084 0.000000000 0.000000000
1609060337.085154057 0.000000000 0.000000000
1609060337.109439373 0.000000000 0.000000000
1609060337.110207796 0.000000000 0.000000000
1609060337.134256840 0.000000000 0.000000000
1609060337.135196686 0.000000000 0.000000000
1609060337.159444571 0.000000000 0.000000000
1609060337.160235167 0.000000000 0.000000000
1609060337.184464693 0.000000000 0.000000000
1609060337.234261990 0.000000000 0.000000000
1609060337.234667540 0.000000000 0.000000000
1609060337.259454727 0.000000000 0.000000000
1609060337.260128260 0.000000000 0.000000000
1609060337.284486055 0.000000000 0.000000000
1609060337.285266399 0.000000000 0.000000000
1609060337.309513807 0.000000000 0.000000000
1609060337.310201406 0.000000000 0.000000000
1609060337.334439039 0.000000000 0.000000000
1609060337.335238457 0.000000000 0.000000000
1609060337.359494209 0.000000000 0.000000000
1609060337.360145330 0.000000000 0.000000000
1609060337.409213066 0.000000000 0.000000000
1609060337.409714222 0.000000000 0.000000000
1609060337.435146093 0.000000000 0.000000000
1609060337.459420681 0.000000000 0.000000000
1609060337.460227013 0.000000000 0.000000000
1609060337.484513521 0.000000000 0.000000000
1609060337.485162973 0.000000000 0.000000000
1609060337.509439468 0.000000000 0.000000000
1609060337.510308266 0.000000000 0.000000000
1609060337.534416437 0.000000000 0.000000000
1609060337.534649849 0.000000000 0.000000000
1609060337.584248543 0.000000000 0.000000000
1609060337.584730148 0.000000000 0.000000000
1609060337.609415531 0.000000000 0.000000000
1609060337.610144615 0.000000000 0.000000000
1609060337.634433746 0.000000000 0.000000000
1609060337.635181665 0.000000000 0.000000000
1609060337.659427166 0.000000000 0.000000000
1609060337.660189390 0.000000000 0.000000000
1609060337.684417009 0.000000000 0.000000000
1609060337.685140371 0.000000000 0.000000000
1609060337.709443569 0.000000000 0.000000000
1609060337.710266590 0.000000000 0.000000000
1609060337.759251356 0.000000000 0.000000000
1609060337.759655476 0.000000000 0.000000000
1609060337.784461737 0.000000000 0.000000000
1609060337.785264254 0.000000000 0.000000000
1609060337.809454441 0.000000000 0.000000000
1609060337.810114861 0.000000000 0.000000000
1609060337.834451199 0.000000000 0.000000000
1609060337.835228682 0.000000000 0.000000000
1609060337.859375954 0.000000000 0.000000000
1609060337.860184193 0.000000000 0.000000000
1609060337.884466648 0.000000000 0.000000000
1609060337.934201241 0.000000000 0.000000000
1609060337.934645891 0.000000000 0.000000000
1609060337.959427357 0.000000000 0.000000000
1609060337.960105896 0.000000000 0.000000000
1609060337.984417439 0.000000000 0.000000000
1609060337.985122442 0.000000000 0.000000000
1609060338.009449482 0.000000000 0.000000000
1609060338.010176897 0.000000000 0.000000000
1609060338.034417629 0.000000000 0.000000000
1609060338.035181761 0.000000000 0.000000000
1609060338.059562683 0.000000000 0.000000000
1609060338.109379530 0.000000000 0.000000000
1609060338.109633684 0.000000000 0.000000000
1609060338.135071993 0.000000000 0.000000000
1609060338.159402132 0.000000000 0.000000000
1609060338.160167933 0.000000000 0.000000000
1609060338.184291840 0.000000000 0.000000000
1609060338.185255766 0.000000000 0.000000000
1609060338.209393024 0.000000000 0.000000000
1609060338.210170269 0.000000000 0.000000000
1609060338.234406710 0.000000000 0.000000000
1609060338.234648705 0.000000000 0.000000000
1609060338.284369230 0.000000000 0.000000000
1609060338.284781456 0.000000000 0.000000000
1609060338.310143232 0.000000000 0.000000000
1609060338.334394217 0.000000000 0.000000000
1609060338.335133553 0.000000000 0.000000000
1609060338.359168291 0.000000000 0.000000000
1609060338.360222340 0.000000000 0.000000000
1609060338.384424210 0.000000000 0.000000000
1609060338.385646582 0.000000000 0.000000000
1609060338.409376860 0.000000000 0.000000000
1609060338.459158182 0.000000000 0.000000000
1609060338.459601879 0.000000000 0.000000000
1609060338.484384775 0.000000000 0.000000000
1609060338.485100269 0.000000000 0.000000000
1609060338.509381533 0.000000000 0.000000000
1609060338.510104418 0.000000000 0.000000000
1609060338.534433126 0.000000000 0.000000000
1609060338.535170794 0.000000000 0.000000000
1609060338.559385538 0.000000000 0.000000000
1609060338.560165167 0.000000000 0.000000000
1609060338.584379435 0.000000000 0.000000000
1609060338.585197449 0.000000000 0.000000000
1609060338.634275913 0.000000000 0.000000000
1609060338.634598255 0.000000000 0.000000000
1609060338.659391403 0.000000000 0.000000000
1609060338.660104036 0.000000000 0.000000000
1609060338.684353590 12.000000000 -4.674067369
1609060338.709438801 16.059515836 -4.714867058
1609060338.710015297 404.201879867 -4.717279249
1609060338.734474182 90.205694653 -4.761096613
1609060338.735137463 355.282098563 -4.761783603
1609060338.759398937 88.253297403 -4.786859879
1609060338.809174776 7.407911032 -4.868343212
1609060338.809641361 623.777503016 -4.840256527
1609060338.835091352 56.105446702 -4.856511499
1609060338.859370470 61.888539017 -4.879607022
1609060338.860069036 447.420930790 -4.899511013
1609060338.884358168 78.735849588 -4.930955045
1609060338.885053158 351.805329023 -4.891162511
1609060338.909386396 38.416196300 -4.887733847
1609060338.910085440 297.126006821 -4.877311483
1609060338.934391975 69.565859304 -4.912158928
1609060338.984633446 41.695448836 -4.974449994
1609060338.984784365 482.362996367 -4.970870053
1609060339.010656834 102.837762572 -5.007531061
1609060339.034378529 62.334769962 -5.054091647
1609060339.035104036 414.337944026 -5.093779544
1609060339.059343815 52.850041567 -5.177614184
1609060339.060686827 364.522488101 -5.223564252
1609060339.084463358 57.993572966 -5.283697693
1609060339.085094213 434.431778983 -5.315538704
1609060339.109568357 91.841863453 -5.380132910
1609060339.161134005 24.792064501 -5.457405021
1609060339.161378860 495.601465377 -5.445488439
1609060339.184421062 144.995729833 -5.464116116
1609060339.185132027 376.705557448 -5.461034652
1609060339.209392309 103.850046240 -5.493662030
1609060339.210128546 445.866187242 -5.496258505
1609060339.234418631 97.388662390 -5.533069447
1609060339.235047102 450.631676728 -5.536569502
1609060339.259418726 135.947365580 -5.568433425
1609060339.260396004 318.994709444 -5.571661982
1609060339.287126303 90.303532023 -5.607277111
1609060339.287699699 440.471416075 -5.608293462
1609060339.334208250 35.923851593 -5.665736706
1609060339.334701300 290.883440581 -5.658496519
1609060339.359423399 100.930630554 -5.685249382
1609060339.360096693 400.016805523 -5.675625029
1609060339.384384871 126.793362447 -5.701776429
1609060339.385209322 355.671914093 -5.706504986
1609060339.409452677 111.746410227 -5.744519050
1609060339.434363365 37.934804032 -5.794499162
1609060339.435276270 287.734191090 -5.803187406
1609060339.459434748 47.443247751 -5.845120637
1609060339.460143566 343.539851851 -5.850935692
1609060339.509224892 28.343085253 -5.917339585
1609060339.509622097 288.706220155 -5.914213587
1609060339.535424232 158.350368647 -5.946271112
1609060339.559434652 83.417625223 -5.976719203
1609060339.560131550 338.162281759 -5.985498433
1609060339.584395170 85.732474638 -6.038887179
1609060339.585206032 319.257447400 -6.039683332
1609060339.609386921 123.027360664 -6.071947253
1609060339.610114336 411.802218030 -6.060050039
1609060339.634381056 167.903132069 -6.077511754
1609060339.635132313 352.080928843 -6.079633821
1609060339.684349775 43.663577574 -6.140439636
1609060339.684604168 387.241192957 -6.126657262
1609060339.709466219 181.077706401 -6.164557260
1609060339.710040331 326.800095629 -6.172903975
1609060339.734325647 121.457438950 -6.210389773
1609060339.735115051 314.114067046 -6.213949070
1609060339.759475470 173.870987193 -6.253019709
1609060339.760181665 390.182412771 -6.256382296
1609060339.784367323 122.560957187 -6.303515158
1609060339.785198450 360.607030410 -6.305502054
1609060339.809355736 270.394045051 -6.337412638
1609060339.810569048 252.946395207 -6.343529139
1609060339.859139919 70.942387029 -6.414686937
1609060339.859595299 351.109308872 -6.390381381
1609060339.884424686 234.286009599 -6.412032240
1609060339.885045767 476.582685427 -6.400153220
1609060339.909327745 196.159916583 -6.433749933
1609060339.910059690 393.273165639 -6.425745066
1609060339.934415817 178.842962173 -6.463449246
1609060339.935131073 451.879570040 -6.458481904
1609060339.959343672 267.760291249 -6.496032622
1609060339.960067034 484.578976790 -6.496297573
1609060339.984354258 185.689569430 -6.539101319
1609060340.034116745 60.639276568 -6.618558547
1609060340.034575462 419.757755246 -6.621670531
1609060340.059356451 186.255304509 -6.671919598
1609060340.060106277 291.746177260 -6.694902334
1609060340.084328413 156.853612047 -6.784718027
1609060340.085110426 369.504785333 -6.807649704
1609060340.109104395 223.014940970 -6.877475362
1609060340.110086918 397.792427597 -6.884343099
1609060340.134324074 251.184719764 -6.931272691
1609060340.135060072 514.292227941 -6.924826247
1609060340.159328461 82.853046734 -6.974921064
1609060340.209134817 71.692898036 -7.067604329
1609060340.209592104 281.481356309 -7.034996894
1609060340.234328747 200.155852147 -7.051130076
1609060340.235064030 375.593163132 -7.040828616
1609060340.259394646 286.223870716 -7.090737230
1609060340.260166407 488.897931161 -7.093015456
1609060340.284375429 201.537412127 -7.138500912
1609060340.285052538 220.843946805 -7.122500730
1609060340.309349060 255.962372673 -7.148606331
1609060340.310141802 536.868842649 -7.138754198
1609060340.334719896 88.358547670 -7.179668991
1609060340.384122372 181.668454428 -7.263484704
1609060340.384596109 425.202437379 -7.249828316
1609060340.409997702 240.393575062 -7.300585751
1609060340.434372663 146.629424120 -7.359002429
1609060340.435096025 323.148140838 -7.378283846
1609060340.459353924 397.365159031 -7.411645129
1609060340.460205555 566.003706901 -7.411214386
1609060340.484353781 108.239729754 -7.466696465
1609060340.485155582 558.850575722 -7.478385545
1609060340.509326458 153.125973325 -7.543789510
1609060340.559096813 118.435115875 -7.644941733
1609060340.559536934 222.277074454 -7.605409133
1609060340.585097075 362.303908572 -7.630751811
1609060340.609322309 281.785294741 -7.655162438
1609060340.610092402 304.874001542 -7.637745976
1609060340.634072781 341.012590095 -7.642016873
1609060340.636073351 542.763672820 -7.614694018
1609060340.659284115 144.192998027 -7.649698228
1609060340.660046577 642.126545172 -7.641951408
1609060340.684291124 205.387154444 -7.682507025
1609060340.684529066 542.100940723 -7.674102134
1609060340.734081030 135.883572589 -7.758660046
1609060340.734587908 548.341071755 -7.745589554
1609060340.759289026 161.246109435 -7.781560875
1609060340.759980917 602.288733078 -7.762377455
1609060340.785220385 230.498172860 -7.800978185
1609060340.785375357 686.264647653 -7.790978568
1609060340.809347391 179.729715949 -7.832190949
1609060340.810081482 551.092758116 -7.825634316
1609060340.834286451 166.665596780 -7.869695653
1609060340.835150480 538.463342988 -7.865523252
1609060340.859344244 134.228362348 -7.914683151
1609060340.859555960 642.333582801 -7.913353152
1609060340.909074068 125.489470202 -8.003708140
1609060340.909550190 403.812179793 -7.996905215
1609060340.935035706 444.181729164 -8.053908052
1609060340.959272146 420.308410932 -8.088713051
1609060340.960006475 511.802572038 -8.074331266
1609060340.984347343 165.630290376 -8.117364633
1609060340.985080242 674.900663733 -8.106352235
1609060341.009274483 243.724501777 -8.148862306
1609060341.010030508 690.930861067 -8.137108552
1609060341.034317732 324.371524899 -8.188149634
1609060341.084101677 455.579973598 -8.280039080
1609060341.084582567 549.193521046 -8.270936154
1609060341.110051870 193.038580672 -8.323915791
1609060341.134296894 584.468861127 -8.370758718
1609060341.135087490 193.271672675 -8.363829635
1609060341.159410954 620.087475107 -8.416265103
1609060341.160034418 245.683254779 -8.410926567
1609060341.184283018 640.171371681 -8.461175195
1609060341.185253620 216.986803148 -8.451512875
1609060341.209279299 623.550620644 -8.500727094
1609060341.209532022 225.871275117 -8.491510102
1609060341.263808727 523.563598708 -8.597275571
1609060341.264001608 113.973177877 -8.589622897
1609060341.284296274 594.069373129 -8.619518180
1609060341.285028696 255.092345995 -8.607935106
1609060341.309288502 731.343043924 -8.643321654
1609060341.310015440 391.912387388 -8.644206761
1609060341.334245682 742.469456427 -8.677694884
1609060341.335064888 354.672697624 -8.663439072
1609060341.359550476 711.002674606 -8.705913057
1609060341.360051394 314.959009568 -8.689683710
1609060341.384263277 697.296988181 -8.731950180
1609060341.385068178 291.124212105 -8.714926904
1609060341.434080601 627.836010468 -8.810562039
1609060341.434551954 231.065952503 -8.782803908
1609060341.459989786 677.084846741 -8.808724156
1609060341.484292984 264.300676823 -8.824786279
1609060341.485618353 738.995525194 -8.800598343
1609060341.509282351 389.283659679 -8.834956954
1609060341.510165453 809.947032008 -8.817185508
1609060341.534272671 484.912860887 -8.850890286
1609060341.535061598 830.475512651 -8.833178372
1609060341.559319973 511.171462282 -8.865881112
1609060341.560034752 247.624955658 -8.847969944
1609060341.609076738 666.071552396 -8.916239276
1609060341.609524965 221.653097142 -8.874383522
1609060341.634294748 644.430228860 -8.869448494
1609060341.635188818 265.823330499 -8.822118800
1609060341.659288406 701.145272929 -8.818226038
1609060341.660029411 310.489388530 -8.779710962
1609060341.684357882 746.298023263 -8.780047696
1609060341.685074568 390.455442961 -8.758433307
1609060341.709275246 777.628766361 -8.763455564
1609060341.710109949 433.930290217 -8.738001311
1609060341.734327316 785.848214062 -8.755321594
1609060341.784096003 342.034405609 -8.799385661
1609060341.784608603 707.843449199 -8.757888002
1609060341.809282780 313.212981503 -8.754814397
1609060341.809993505 758.936004463 -8.716641427
1609060341.834248304 420.860074964 -8.722363258
1609060341.835028648 831.941701715 -8.696683741
1609060341.859015942 544.694251198 -8.713428296
1609060341.859988451 301.824786962 -8.695570300
1609060341.884234190 806.278572205 -8.714616203
1609060341.885045528 461.858413178 -8.697500128
1609060341.909267426 778.937890805 -8.718757865
1609060341.910050154 432.181324529 -8.700681047
1609060341.959260464 739.033305115 -8.748598454
1609060341.959579229 351.218117164 -8.725788960
1609060341.984266520 726.628145947 -8.738268158
1609060341.985026836 360.085761747 -8.712982831
1609060342.009268045 734.805465315 -8.721530971
1609060342.010060072 376.086702252 -8.694301214
1609060342.034345150 764.886830350 -8.702097272
1609060342.035008669 409.559541963 -8.676074737
1609060342.059262276 757.521735575 -8.684514574
1609060342.060040474 381.448327607 -8.657273832
1609060342.084285975 758.729187113 -8.657686552
1609060342.134041071 318.954535110 -8.695756207
1609060342.134507895 717.659445165 -8.665058528
1609060342.159247637 330.798226546 -8.673372722
1609060342.159942150 774.100025121 -8.656579571
1609060342.184270144 418.929774350 -8.676943300
1609060342.184992075 805.618993312 -8.663076731
1609060342.209300995 464.488883953 -8.683012269
1609060342.210037708 780.620041189 -8.668917182
1609060342.234242678 342.392652791 -8.694695741
1609060342.235082388 743.305855069 -8.677041948
1609060342.259438038 368.431976547 -8.688852851
1609060342.259591103 783.240197842 -8.676056393
1609060342.309024572 334.861631632 -8.722176279
1609060342.309455633 627.074019312 -8.699273301
1609060342.334242344 187.250247123 -8.700483173
1609060342.334952354 726.916533479 -8.677198860
1609060342.359233618 409.022864632 -8.686303153
1609060342.360131025 798.226176849 -8.672504794
1609060342.384275675 372.801804171 -8.682778173
1609060342.385012150 677.385224094 -8.665228958
1609060342.409229279 230.636483845 -8.666811202
1609060342.410001755 723.929100904 -8.649858890
1609060342.434290886 353.325988668 -8.657766836
1609060342.434461117 756.030933419 -8.641202289
1609060342.484226942 344.774182275 -8.667229106
1609060342.484465361 726.599967294 -8.649339783
1609060342.509298086 308.765822385 -8.660794001
1609060342.509935856 685.327674524 -8.652774160
1609060342.534257412 240.621192317 -8.673186846
1609060342.534964085 712.731219735 -8.668774640
1609060342.559004307 305.073426744 -8.689235758
1609060342.559991598 712.781311222 -8.684094722
1609060342.584259272 306.039835528 -8.703746659
1609060342.585019827 731.471054350 -8.700266516
1609060342.609231710 351.418734029 -8.718281012
1609060342.659033775 528.687748002 -8.743642679
1609060342.659601450 147.926360749 -8.727346566
1609060342.684237242 590.815515511 -8.734185121
1609060342.684950829 223.730747300 -8.723728419
1609060342.709208965 600.166915686 -8.737874412
1609060342.710113049 184.839350041 -8.735448360
1609060342.734299421 531.228200032 -8.749653365
1609060342.735011578 142.863288514 -8.745647043
1609060342.759257078 522.101149393 -8.759487382
1609060342.759936571 98.574674977 -8.747393369
1609060342.784233093 468.303889876 -8.748520478
1609060342.785056591 571.294855118 -8.727670067
1609060342.834239960 157.066606039 -8.737451925
1609060342.834433794 646.508552026 -8.718242892
1609060342.859363079 277.729246552 -8.719907073
1609060342.860010624 692.742404746 -8.714442625
1609060342.884269476 265.610777829 -8.720111502
1609060342.884991646 666.697649002 -8.702242316
1609060342.909272909 240.498174315 -8.697911811
1609060342.910008192 662.892688786 -8.670251686
1609060342.934191227 224.795385262 -8.659244691
1609060342.934998274 580.087690095 -8.629262912
1609060342.959234476 132.889344598 -8.608796937
1609060342.960011244 644.953073221 -8.579263957
1609060343.008988380 235.867852574 -8.583808066
1609060343.009677410 561.943853534 -8.578255607
1609060343.034204960 132.118596948 -8.597095157
1609060343.034957886 607.038920546 -8.619613223
1609060343.059202433 219.647429004 -8.647402310
1609060343.060010195 667.560786995 -8.656251496
1609060343.084247828 230.660066301 -8.677197405
1609060343.085019350 668.908231736 -8.673078852
1609060343.109192371 260.892218019 -8.678548078
1609060343.110094786 645.848444868 -8.675403342
1609060343.134208441 208.890435384 -8.683238900
1609060343.134994030 613.641839528 -8.684891531
1609060343.184003592 115.532740549 -8.707634741
1609060343.184527874 478.750529407 -8.698639994
1609060343.209267378 513.999058655 -8.713770472
1609060343.210023642 153.001258831 -8.716105908
1609060343.234236717 477.356216363 -8.738611649
1609060343.234991074 504.709218245 -8.736038975
1609060343.258978605 101.358705538 -8.745675605
1609060343.260003328 657.066447033 -8.735846907
1609060343.284220219 269.009661575 -8.746394593
1609060343.284988880 635.425591173 -8.737383118
1609060343.309242725 179.162815241 -8.738429200
1609060343.359004021 327.134776166 -8.742568985
1609060343.359433174 529.482579499 -8.717253985
1609060343.384182215 158.306039857 -8.715883264
1609060343.384943247 639.805018006 -8.706026052
1609060343.409192324 195.103610723 -8.706702673
1609060343.409951448 599.779879181 -8.688214288
1609060343.433959723 195.288504994 -8.670954380
1609060343.434982300 698.717805715 -8.650874415
1609060343.459207535 231.813868874 -8.641530774
1609060343.459915638 595.101158199 -8.623924258
1609060343.484182835 160.299530016 -8.616472050
1609060343.484437227 574.283766564 -8.596124296
1609060343.534190178 35.305086240 -8.577102132
1609060343.534445286 251.004195822 -8.527086867
1609060343.559248686 525.652657352 -8.523669734
1609060343.561143637 143.523385308 -8.515756979
1609060343.584212780 452.034758162 -8.518651200
1609060343.609233141 286.417105792 -8.522711288
1609060343.610050678 403.589582924 -8.528515350
1609060343.634186745 413.986267415 -8.548534526
1609060343.634919167 553.069067696 -8.552538931
1609060343.659191370 146.955233621 -8.561992504
1609060343.659993410 665.435602671 -8.557437193
1609060343.709021568 161.507888835 -8.562553068
1609060343.709430695 469.181040258 -8.547121168
1609060343.734891176 426.557890773 -8.549388318
1609060343.759216309 348.631133021 -8.554638084
1609060343.784254074 258.387034067 -8.556622775
1609060343.784950018 440.837141938 -8.536551898
1609060343.809206724 438.892037572 -8.524867419
1609060343.809963703 640.011845785 -8.509240583
1609060343.834306479 232.476847893 -8.509752679
1609060343.884148598 174.373111843 -8.496321531
1609060343.884445667 377.818549124 -8.446177447
1609060343.909176111 395.043248096 -8.409432429
1609060343.910017252 548.420453887 -8.367797214
1609060343.934329033 100.357758357 -8.349722432
1609060343.934896708 467.743449990 -8.329143956
1609060343.959227324 356.171263141 -8.315870809
1609060343.959960938 432.459658700 -8.297857595
1609060343.984152794 366.809877809 -8.303608119
1609060343.984947681 513.535809541 -8.312412956
1609060344.009221554 82.060854827 -8.326698080
1609060344.009486198 413.698219085 -8.309138135
1609060344.058955431 182.583632336 -8.304416343
1609060344.059420347 430.972560332 -8.283693334
1609060344.084149599 404.581799993 -8.281509037
1609060344.084991455 475.181222161 -8.265906892
1609060344.109180689 254.464311671 -8.256878064
1609060344.134241343 257.431885782 -8.255283337
1609060344.134987354 497.324136325 -8.249109515
1609060344.159147501 390.200279413 -8.254192900
1609060344.159884691 512.958184082 -8.246344903
1609060344.184184790 125.653136309 -8.249828467
1609060344.233952284 168.633324013 -8.254962430
1609060344.234398603 410.645524339 -8.246237993
1609060344.259181499 318.214335329 -8.242361864
1609060344.259929657 518.061138340 -8.232575065
1609060344.284191132 117.794254904 -8.237491177
1609060344.284958839 573.366406593 -8.240288599
1609060344.309270859 197.906169767 -8.259018782
1609060344.309975147 655.299118317 -8.264526985
1609060344.334180832 156.624085246 -8.275722249
1609060344.334949255 538.084394996 -8.261302835
1609060344.359829903 129.654754921 -8.248646311
1609060344.360056400 536.927102062 -8.235462323
1609060344.409006119 118.976027321 -8.255613961
1609060344.409432650 492.400618430 -8.244483448
1609060344.434151173 383.799926322 -8.240360637
1609060344.434864044 481.269101972 -8.226092375
1609060344.459144354 332.694634603 -8.227853310
1609060344.459956646 524.165779026 -8.215970624
1609060344.484204531 54.810250609 -8.208699242
1609060344.484952927 341.360010301 -8.155902421
1609060344.509141445 289.895260523 -8.123813140
1609060344.510020494 437.472934227 -8.098588226
1609060344.534148455 330.662072260 -8.083163947
1609060344.534945250 522.102790775 -8.075045593
1609060344.584012747 66.183037559 -8.074114714
1609060344.584476471 515.611073319 -8.059114646
1609060344.609841824 132.763854029 -8.052918364
1609060344.634143353 195.114243474 -8.044719003
1609060344.634858370 365.242047775 -8.036900852
1609060344.659235716 256.937997534 -8.033215593
1609060344.663901091 314.077701759 -8.034259309
1609060344.684140205 265.799417746 -8.049172891
1609060344.685096502 399.854909381 -8.059144510
1609060344.709183931 269.668310549 -8.063024797
1609060344.709954262 359.649220154 -8.062535848
1609060344.758959532 120.573187248 -8.071821678
1609060344.759406090 329.610580875 -8.057570588
1609060344.784906149 243.936699963 -8.035461777
1609060344.809173346 118.467921574 -8.002502684
1609060344.809914589 295.564992102 -7.955814633
1609060344.834160805 328.474540050 -7.927704177
1609060344.834908247 506.172991896 -7.908121391
1609060344.859124660 77.723749630 -7.887330901
1609060344.859889507 462.144303045 -7.861661166
1609060344.884153605 245.268459446 -7.836307744
1609060344.884927273 428.372812061 -7.805167995
1609060344.933987856 63.211303407 -7.775433762
1609060344.934391737 192.730126637 -7.731884939
1609060344.959831715 319.884561429 -7.717837400
1609060344.984147549 200.890858351 -7.705724198
1609060344.984972239 417.829944393 -7.691794259
1609060345.009215832 300.583880308 -7.680292478
1609060345.009946585 509.794223700 -7.670512049
1609060345.034162283 89.653347783 -7.662883797
1609060345.034978628 449.077124048 -7.664862824
1609060345.059148788 233.343185773 -7.673812040
1609060345.108930111 75.583249168 -7.674212550
1609060345.109368801 311.902094387 -7.670270248
1609060345.134140730 270.828137425 -7.666010980
1609060345.134823561 352.221452695 -7.658197793
1609060345.159380674 274.496512684 -7.648990904
