timestamp,range,from_id,to_id,std
1609060336.284510136,12.939000,2000,101,0.024000
1609060336.285259485,12.423000,2010,102,0.056000
1609060336.309500933,11.686000,2001,102,0.055000
1609060336.309747696,28.636000,2011,100,0.268000
1609060336.359470606,28.974001,2000,100,0.055000
1609060336.359732866,12.684000,2010,101,0.129000
1609060336.384512663,13.297000,2001,101,0.056000
1609060336.385217905,12.536000,2011,102,0.055000
1609060336.409466743,11.783000,2000,102,0.024000
1609060336.410212517,28.308001,2010,100,0.055000
1609060336.434548616,28.129000,2001,100,0.055000
1609060336.435197115,12.850000,2011,101,0.055000
1609060336.459498405,12.938000,2000,101,0.024000
1609060336.460260868,12.501000,2010,102,0.056000
1609060336.484573364,11.654000,2001,102,0.055000
1609060336.534277916,29.014000,2000,100,0.055000
1609060336.534723043,12.753000,2010,101,0.129000
1609060336.560175419,12.540000,2011,102,0.055000
1609060336.584530830,11.928000,2000,102,0.055000
1609060336.585281610,28.308001,2010,100,0.055000
1609060336.609578609,28.132000,2001,100,0.055000
1609060336.610268116,12.844000,2011,101,0.055000
1609060336.634471655,12.942000,2000,101,0.024000
1609060336.635212421,12.463000,2010,102,0.056000
1609060336.659500599,11.650000,2001,102,0.024000
1609060336.659756899,28.593000,2011,100,0.268000
1609060336.709268808,29.018000,2000,100,0.055000
1609060336.709772825,12.733000,2010,101,0.129000
1609060336.735168934,12.568000,2011,102,0.055000
1609060336.759499073,11.753000,2000,102,0.024000
1609060336.760179996,28.309999,2010,100,0.055000
1609060336.784536123,28.129000,2001,100,0.055000
1609060336.785312176,12.844000,2011,101,0.055000
1609060336.809498787,12.939000,2000,101,0.055000
1609060336.810202837,12.459000,2010,102,0.056000
1609060336.834463596,11.683000,2001,102,0.055000
1609060336.884246588,29.014000,2000,100,0.055000
1609060336.884685278,12.677000,2010,101,0.129000
1609060336.910194397,12.571000,2011,102,0.055000
1609060336.934464693,11.860000,2000,102,0.055000
1609060336.935131550,28.268999,2010,100,0.055000
1609060336.959261656,28.041000,2001,100,0.055000
1609060336.960238934,12.845000,2011,101,0.024000
1609060336.984440088,12.936000,2000,101,0.055000
1609060336.985346317,12.459000,2010,102,0.056000
1609060337.009539843,11.587000,2001,102,0.055000
1609060337.009703875,28.681000,2011,100,0.268000
1609060337.059237242,29.013000,2000,100,0.055000
1609060337.059683084,12.664000,2010,101,0.129000
1609060337.085154057,12.538000,2011,102,0.055000
1609060337.109439373,11.755000,2000,102,0.024000
1609060337.110207796,28.308001,2010,100,0.055000
1609060337.134256840,28.045000,2001,100,0.055000
1609060337.135196686,12.840000,2011,101,0.055000
1609060337.159444571,12.935000,2000,101,0.055000
1609060337.160235167,12.403000,2010,102,0.056000
1609060337.184464693,11.678000,2001,102,0.055000
1609060337.234261990,29.038000,2000,100,0.055000
1609060337.234667540,13.082000,2010,101,0.268000
1609060337.259454727,13.372000,2001,101,0.056000
1609060337.260128260,12.577000,2011,102,0.055000
1609060337.284486055,11.788000,2000,102,0.055000
1609060337.285266399,28.304001,2010,100,0.055000
1609060337.309513807,28.162001,2001,100,0.055000
1609060337.310201406,12.885000,2011,101,0.024000
1609060337.334439039,12.938000,2000,101,0.055000
1609060337.335238457,12.457000,2010,102,0.056000
1609060337.359494209,11.652000,2001,102,0.055000
1609060337.360145330,28.662001,2011,100,0.268000
1609060337.409213066,29.014999,2000,100,0.024000
1609060337.409714222,13.130000,2010,101,0.268000
1609060337.435146093,12.575000,2011,102,0.055000
1609060337.459420681,11.790000,2000,102,0.024000
1609060337.460227013,28.274000,2010,100,0.055000
1609060337.484513521,28.129999,2001,100,0.055000
1609060337.485162973,12.846000,2011,101,0.024000
1609060337.509439468,12.938000,2000,101,0.055000
1609060337.510308266,12.420000,2010,102,0.056000
1609060337.534416437,11.675000,2001,102,0.055000
1609060337.534649849,28.596001,2011,100,0.268000
1609060337.584248543,29.014000,2000,100,0.055000
1609060337.584730148,12.742000,2010,101,0.129000
1609060337.609415531,13.329000,2001,101,0.056000
1609060337.610144615,12.582000,2011,102,0.055000
1609060337.634433746,11.885000,2000,102,0.055000
1609060337.635181665,28.266001,2010,100,0.055000
1609060337.659427166,28.122999,2001,100,0.055000
1609060337.660189390,12.880000,2011,101,0.024000
1609060337.684417009,12.934000,2000,101,0.024000
1609060337.685140371,12.379000,2010,102,0.268000
1609060337.709443569,11.652000,2001,102,0.055000
1609060337.710266590,29.135000,2011,100,0.055000
1609060337.759251356,29.014000,2000,100,0.055000
1609060337.759655476,13.150000,2010,101,0.268000
1609060337.784461737,13.406000,2001,101,0.056000
1609060337.785264254,12.572000,2011,102,0.055000
1609060337.809454441,11.822000,2000,102,0.024000
1609060337.810114861,28.305000,2010,100,0.055000
1609060337.834451199,28.124001,2001,100,0.055000
1609060337.835228682,12.847000,2011,101,0.055000
1609060337.859375954,12.939000,2000,101,0.055000
1609060337.860184193,12.497000,2010,102,0.056000
1609060337.884466648,11.685000,2001,102,0.055000
1609060337.934201241,28.975000,2000,100,0.055000
1609060337.934645891,12.744000,2010,101,0.129000
1609060337.959427357,12.492000,2001,101,10.536000
1609060337.960105896,12.543000,2011,102,0.055000
1609060337.984417439,11.889000,2000,102,0.055000
1609060337.985122442,28.266001,2010,100,0.024000
1609060338.009449482,28.165001,2001,100,0.055000
1609060338.010176897,12.884000,2011,101,0.055000
1609060338.034417629,12.934000,2000,101,0.024000
1609060338.035181761,12.432000,2010,102,0.056000
1609060338.059562683,11.607000,2001,102,0.056000
1609060338.109379530,28.979000,2000,100,0.055000
1609060338.109633684,13.167000,2010,101,0.268000
1609060338.135071993,12.570000,2011,102,0.055000
1609060338.159402132,11.858000,2000,102,0.055000
1609060338.160167933,28.309999,2010,100,0.055000
1609060338.184291840,28.046000,2001,100,0.055000
1609060338.185255766,12.844000,2011,101,0.055000
1609060338.209393024,12.940000,2000,101,0.055000
1609060338.210170269,12.461000,2010,102,0.056000
1609060338.234406710,11.677000,2001,102,0.055000
1609060338.234648705,28.559999,2011,100,0.268000
1609060338.284369230,29.000000,2000,100,0.055000
1609060338.284781456,12.672000,2010,101,0.129000
1609060338.310143232,12.537000,2011,102,0.055000
1609060338.334394217,11.790000,2000,102,0.024000
1609060338.335133553,28.264999,2010,100,0.055000
1609060338.359168291,28.077000,2001,100,0.055000
1609060338.360222340,12.846000,2011,101,0.055000
1609060338.384424210,12.938000,2000,101,0.055000
1609060338.385646582,11.924000,2010,102,0.268000
1609060338.409376860,11.547000,2001,102,0.024000
1609060338.459158182,28.968000,2000,100,0.055000
1609060338.459601879,12.706000,2010,101,0.129000
1609060338.484384775,13.473000,2001,101,0.056000
1609060338.485100269,12.546000,2011,102,0.055000
1609060338.509381533,11.885000,2000,102,0.055000
1609060338.510104418,28.308001,2010,100,0.055000
1609060338.534433126,28.132999,2001,100,0.055000
1609060338.535170794,12.845000,2011,101,0.055000
1609060338.559385538,12.938000,2000,101,0.055000
1609060338.560165167,12.458000,2010,102,0.056000
1609060338.584379435,11.648000,2001,102,0.055000
1609060338.585197449,29.093000,2011,100,0.055000
1609060338.634275913,28.969999,2000,100,0.055000
1609060338.634598255,12.676000,2010,101,0.129000
1609060338.659391403,13.394000,2001,101,0.056000
1609060338.660104036,12.546000,2011,102,0.055000
1609060338.684353590,11.784000,2000,102,0.024000
1609060338.709438801,28.135000,2001,100,0.055000
1609060338.710015297,12.842000,2011,101,0.055000
1609060338.734474182,12.938000,2000,101,0.055000
1609060338.735137463,12.459000,2010,102,0.056000
1609060338.759398937,11.653000,2001,102,0.055000
1609060338.809174776,29.038000,2000,100,0.055000
1609060338.809641361,13.139000,2010,101,0.268000
1609060338.835091352,12.572000,2011,102,0.055000
1609060338.859370470,11.880000,2000,102,0.055000
1609060338.860069036,28.264000,2010,100,0.055000
1609060338.884358168,28.129999,2001,100,0.024000
1609060338.885053158,12.846000,2011,101,0.055000
1609060338.909386396,12.945000,2000,101,0.024000
1609060338.910085440,12.419000,2010,102,0.056000
1609060338.934391975,11.673000,2001,102,0.055000
1609060338.984633446,29.040001,2000,100,0.055000
1609060338.984784365,12.767000,2010,101,0.129000
1609060339.010656834,12.571000,2011,102,0.055000
1609060339.034378529,11.924000,2000,102,0.055000
1609060339.035104036,28.268999,2010,100,0.055000
1609060339.059343815,28.076000,2001,100,0.055000
1609060339.060686827,12.844000,2011,101,0.055000
1609060339.084463358,12.938000,2000,101,0.055000
1609060339.085094213,12.463000,2010,102,0.056000
1609060339.109568357,11.651000,2001,102,0.055000
1609060339.161134005,29.011999,2000,100,0.055000
1609060339.161378860,12.663000,2010,101,0.129000
1609060339.184421062,20.084000,2001,101,10.536000
1609060339.185132027,12.570000,2011,102,0.055000
1609060339.209392309,11.788000,2000,102,0.055000
1609060339.210128546,28.232000,2010,100,0.024000
1609060339.234418631,28.165001,2001,100,0.055000
1609060339.235047102,12.851000,2011,101,0.055000
1609060339.259418726,12.938000,2000,101,0.055000
1609060339.260396004,12.423000,2010,102,0.056000
1609060339.287126303,11.683000,2001,102,0.024000
1609060339.287699699,28.570999,2011,100,0.268000
1609060339.334208250,28.968000,2000,100,0.055000
1609060339.334701300,13.179000,2010,101,0.268000
1609060339.359423399,12.435000,2001,101,0.268000
1609060339.360096693,12.579000,2011,102,0.055000
1609060339.384384871,11.788000,2000,102,0.055000
1609060339.385209322,28.229000,2010,100,0.024000
1609060339.409452677,28.131001,2001,100,0.055000
1609060339.434363365,12.939000,2000,101,0.055000
1609060339.435276270,12.500000,2010,102,0.056000
1609060339.459434748,11.618000,2001,102,0.056000
1609060339.460143566,29.138000,2011,100,0.055000
1609060339.509224892,29.042999,2000,100,0.055000
1609060339.509622097,12.694000,2010,101,0.129000
1609060339.535424232,12.537000,2011,102,0.055000
1609060339.559434652,11.830000,2000,102,0.024000
1609060339.560131550,28.223000,2010,100,0.055000
1609060339.584395170,28.131001,2001,100,0.055000
1609060339.585206032,12.850000,2011,101,0.024000
1609060339.609386921,12.942000,2000,101,0.055000
1609060339.610114336,12.432000,2010,102,0.056000
1609060339.634381056,11.573000,2001,102,0.056000
1609060339.635132313,29.090000,2011,100,0.055000
1609060339.684349775,28.972000,2000,100,0.055000
1609060339.684604168,13.143000,2010,101,0.268000
1609060339.709466219,11.818000,2001,101,0.268000
1609060339.710040331,12.576000,2011,102,0.055000
1609060339.734325647,11.789000,2000,102,0.055000
1609060339.735115051,28.225000,2010,100,0.055000
1609060339.759475470,28.132000,2001,100,0.055000
1609060339.760181665,12.846000,2011,101,0.055000
1609060339.784367323,12.936000,2000,101,0.055000
1609060339.785198450,12.460000,2010,102,0.056000
1609060339.809355736,11.610000,2001,102,0.055000
1609060339.810569048,28.684000,2011,100,0.268000
1609060339.859139919,29.042999,2000,100,0.055000
1609060339.859595299,13.180000,2010,101,0.268000
1609060339.884424686,12.668000,2001,101,10.536000
1609060339.885045767,12.576000,2011,102,0.055000
1609060339.909327745,11.826000,2000,102,0.055000
1609060339.910059690,28.264999,2010,100,0.055000
1609060339.934415817,28.129999,2001,100,0.024000
1609060339.935131073,12.854000,2011,101,0.055000
1609060339.959343672,12.941000,2000,101,0.024000
1609060339.960067034,12.458000,2010,102,0.056000
1609060339.984354258,11.650000,2001,102,0.055000
1609060340.034116745,29.048000,2000,100,0.055000
1609060340.034575462,12.692000,2010,101,0.129000
1609060340.059356451,13.330000,2001,101,0.056000
1609060340.060106277,12.545000,2011,102,0.055000
1609060340.084328413,11.785000,2000,102,0.055000
1609060340.085110426,28.270000,2010,100,0.055000
1609060340.109104395,28.045000,2001,100,0.055000
1609060340.110086918,12.842000,2011,101,0.055000
1609060340.134324074,12.933000,2000,101,0.024000
1609060340.135060072,12.293000,2010,102,0.056000
1609060340.159328461,11.647000,2001,102,0.024000
1609060340.209134817,29.051001,2000,100,0.055000
1609060340.209592104,13.132000,2010,101,0.268000
1609060340.234328747,12.675000,2001,101,10.536000
1609060340.235064030,12.503000,2011,102,0.055000
1609060340.259394646,11.861000,2000,102,0.055000
1609060340.260166407,28.267000,2010,100,0.055000
1609060340.284375429,28.160999,2001,100,0.055000
1609060340.285052538,12.844000,2011,101,0.055000
1609060340.309349060,12.937000,2000,101,0.055000
1609060340.310141802,12.428000,2010,102,0.056000
1609060340.334719896,11.681000,2001,102,0.055000
1609060340.384122372,29.040001,2000,100,0.055000
1609060340.384596109,12.635000,2010,101,0.129000
1609060340.409997702,12.570000,2011,102,0.055000
1609060340.434372663,11.786000,2000,102,0.024000
1609060340.435096025,28.305000,2010,100,0.055000
1609060340.459353924,28.129999,2001,100,0.055000
1609060340.460205555,12.849000,2011,101,0.055000
1609060340.484353781,12.936000,2000,101,0.055000
1609060340.485155582,12.459000,2010,102,0.056000
1609060340.509326458,11.611000,2001,102,0.055000
1609060340.559096813,29.038000,2000,100,0.055000
1609060340.559536934,13.178000,2010,101,0.268000
1609060340.585097075,12.506000,2011,102,0.055000
1609060340.609322309,11.922000,2000,102,0.055000
1609060340.610092402,28.266001,2010,100,0.055000
1609060340.634072781,28.090000,2001,100,0.055000
1609060340.636073351,12.846000,2011,101,0.055000
1609060340.659284115,12.943000,2000,101,0.055000
1609060340.660046577,12.422000,2010,102,0.055000
1609060340.684291124,11.682000,2001,102,0.055000
1609060340.684529066,28.618000,2011,100,0.268000
1609060340.734081030,29.013000,2000,100,0.055000
1609060340.734587908,13.203000,2010,101,0.268000
1609060340.759289026,12.537000,2001,101,10.536000
1609060340.759980917,12.507000,2011,102,0.024000
1609060340.785220385,11.825000,2000,102,0.055000
1609060340.785375357,28.261999,2010,100,0.055000
1609060340.809347391,28.132000,2001,100,0.055000
1609060340.810081482,12.838000,2011,101,0.055000
1609060340.834286451,12.938000,2000,101,0.055000
1609060340.835150480,12.462000,2010,102,0.056000
1609060340.859344244,11.647000,2001,102,0.056000
1609060340.859555960,28.649000,2011,100,0.268000
1609060340.909074068,29.051001,2000,100,0.055000
1609060340.909550190,13.178000,2010,101,0.268000
1609060340.935035706,12.540000,2011,102,0.024000
1609060340.959272146,11.828000,2000,102,0.024000
1609060340.960006475,28.268000,2010,100,0.024000
1609060340.984347343,28.131001,2001,100,0.055000
1609060340.985080242,12.839000,2011,101,0.055000
1609060341.009274483,12.934000,2000,101,0.055000
1609060341.010030508,12.499000,2010,102,0.055000
1609060341.034317732,11.646000,2001,102,0.055000
1609060341.084101677,29.039000,2000,100,0.055000
1609060341.084582567,13.127000,2010,101,0.268000
1609060341.110051870,12.576000,2011,102,0.055000
1609060341.134296894,11.828000,2000,102,0.055000
1609060341.135087490,28.230000,2010,100,0.024000
1609060341.159410954,28.125999,2001,100,0.055000
1609060341.160034418,12.845000,2011,101,0.055000
1609060341.184283018,12.939000,2000,101,0.024000
1609060341.185253620,12.464000,2010,102,0.056000
1609060341.209279299,11.690000,2001,102,0.055000
1609060341.209532022,28.674999,2011,100,0.268000
1609060341.263808727,28.979000,2000,100,0.055000
1609060341.264001608,12.742000,2010,101,0.129000
1609060341.284296274,13.292000,2001,101,0.056000
1609060341.285028696,12.571000,2011,102,0.055000
1609060341.309288502,11.892000,2000,102,0.055000
1609060341.310015440,28.268999,2010,100,0.024000
1609060341.334245682,28.084000,2001,100,0.055000
1609060341.335064888,12.847000,2011,101,0.055000
1609060341.359550476,12.935000,2000,101,0.055000
1609060341.360051394,12.374000,2010,102,10.536000
1609060341.384263277,11.687000,2001,102,0.055000
1609060341.385068178,29.099001,2011,100,0.055000
1609060341.434080601,29.042999,2000,100,0.055000
1609060341.434551954,13.131000,2010,101,0.268000
1609060341.459989786,12.576000,2011,102,0.055000
1609060341.484292984,11.896000,2000,102,0.055000
1609060341.485618353,28.268999,2010,100,0.024000
1609060341.509282351,28.044001,2001,100,0.055000
1609060341.510165453,12.844000,2011,101,0.055000
1609060341.534272671,12.931000,2000,101,0.024000
1609060341.535061598,12.460000,2010,102,0.056000
1609060341.559319973,11.680000,2001,102,0.055000
1609060341.560034752,29.135000,2011,100,0.055000
1609060341.609076738,29.049999,2000,100,0.055000
1609060341.609524965,13.127000,2010,101,0.268000
1609060341.634294748,12.815000,2001,101,10.536000
1609060341.635188818,12.539000,2011,102,0.055000
1609060341.659288406,11.786000,2000,102,0.024000
1609060341.660029411,28.270000,2010,100,0.024000
1609060341.684357882,28.132000,2001,100,0.024000
1609060341.685074568,12.877000,2011,101,0.055000
1609060341.709275246,12.944000,2000,101,0.055000
1609060341.710109949,12.463000,2010,102,0.056000
1609060341.734327316,11.608000,2001,102,0.056000
1609060341.784096003,29.014999,2000,100,0.055000
1609060341.784608603,13.164000,2010,101,0.268000
1609060341.809282780,13.405000,2001,101,0.056000
1609060341.809993505,12.586000,2011,102,0.055000
1609060341.834248304,11.927000,2000,102,0.055000
1609060341.835028648,28.306999,2010,100,0.055000
1609060341.859015942,28.045000,2001,100,0.055000
1609060341.859988451,12.849000,2011,101,0.055000
1609060341.884234190,12.939000,2000,101,0.055000
1609060341.885045528,12.400000,2010,102,0.056000
1609060341.909267426,11.651000,2001,102,0.024000
1609060341.910050154,29.091999,2011,100,0.055000
1609060341.959260464,28.980000,2000,100,0.055000
1609060341.959579229,12.663000,2010,101,0.129000
1609060341.984266520,12.813000,2001,101,0.268000
1609060341.985026836,12.576000,2011,102,0.055000
1609060342.009268045,11.790000,2000,102,0.055000
1609060342.010060072,28.229000,2010,100,0.055000
1609060342.034345150,28.128000,2001,100,0.055000
1609060342.035008669,12.850000,2011,101,0.055000
1609060342.059262276,12.935000,2000,101,0.055000
1609060342.060040474,12.397000,2010,102,0.056000
1609060342.084285975,11.647000,2001,102,0.055000
1609060342.134041071,29.042999,2000,100,0.055000
1609060342.134507895,12.612000,2010,101,0.129000
1609060342.159247637,12.801000,2001,101,10.536000
1609060342.159942150,12.583000,2011,102,0.055000
1609060342.184270144,11.821000,2000,102,0.024000
1609060342.184992075,28.268999,2010,100,0.024000
1609060342.209300995,28.170000,2001,100,0.055000
1609060342.210037708,12.880000,2011,101,0.055000
1609060342.234242678,12.938000,2000,101,0.055000
1609060342.235082388,12.461000,2010,102,0.056000
1609060342.259438038,11.652000,2001,102,0.055000
1609060342.259591103,28.608000,2011,100,0.268000
1609060342.309024572,29.051001,2000,100,0.055000
1609060342.309455633,13.211000,2010,101,0.268000
1609060342.334242344,12.744000,2001,101,10.536000
1609060342.334952354,12.581000,2011,102,0.055000
1609060342.359233618,11.826000,2000,102,0.055000
1609060342.360131025,28.229000,2010,100,0.024000
1609060342.384275675,28.132000,2001,100,0.055000
1609060342.385012150,12.848000,2011,101,0.024000
1609060342.409229279,12.941000,2000,101,0.055000
1609060342.410001755,12.428000,2010,102,0.056000
1609060342.434290886,11.675000,2001,102,0.055000
1609060342.434461117,28.657000,2011,100,0.268000
1609060342.484226942,29.040001,2000,100,0.055000
1609060342.484465361,12.757000,2010,101,0.129000
1609060342.509298086,11.156000,2001,101,10.536000
1609060342.509935856,12.569000,2011,102,0.055000
1609060342.534257412,11.793000,2000,102,0.055000
1609060342.534964085,28.268000,2010,100,0.055000
1609060342.559004307,28.080000,2001,100,0.055000
1609060342.559991598,12.858000,2011,101,0.055000
1609060342.584259272,12.939000,2000,101,0.024000
1609060342.585019827,12.429000,2010,102,0.056000
1609060342.609231710,11.680000,2001,102,0.055000
1609060342.659033775,29.002001,2000,100,0.055000
1609060342.659601450,12.720000,2010,101,0.129000
1609060342.684237242,12.774000,2001,101,10.536000
1609060342.684950829,12.612000,2011,102,0.055000
1609060342.709208965,11.827000,2000,102,0.055000
1609060342.710113049,28.270000,2010,100,0.055000
1609060342.734299421,28.129000,2001,100,0.055000
1609060342.735011578,12.840000,2011,101,0.055000
1609060342.759257078,12.935000,2000,101,0.024000
1609060342.759936571,12.437000,2010,102,0.055000
1609060342.784233093,11.648000,2001,102,0.055000
1609060342.785056591,29.093000,2011,100,0.055000
1609060342.834239960,29.011000,2000,100,0.055000
1609060342.834433794,13.129000,2010,101,0.268000
1609060342.859363079,12.808000,2001,101,10.536000
1609060342.860010624,12.572000,2011,102,0.055000
1609060342.884269476,11.792000,2000,102,0.055000
1609060342.884991646,28.274000,2010,100,0.055000
1609060342.909272909,28.197001,2001,100,0.055000
1609060342.910008192,12.844000,2011,101,0.055000
1609060342.934191227,12.938000,2000,101,0.055000
1609060342.934998274,12.457000,2010,102,0.056000
1609060342.959234476,11.682000,2001,102,0.055000
1609060342.960011244,29.135000,2011,100,0.055000
1609060343.008988380,29.014999,2000,100,0.055000
1609060343.009677410,13.133000,2010,101,0.268000
1609060343.034204960,12.723000,2001,101,10.536000
1609060343.034957886,12.575000,2011,102,0.055000
1609060343.059202433,11.786000,2000,102,0.055000
1609060343.060010195,28.306999,2010,100,0.055000
1609060343.084247828,28.132000,2001,100,0.024000
1609060343.085019350,12.843000,2011,101,0.024000
1609060343.109192371,12.935000,2000,101,0.055000
1609060343.110094786,12.456000,2010,102,0.056000
1609060343.134208441,11.682000,2001,102,0.024000
1609060343.134994030,29.091999,2011,100,0.055000
1609060343.184003592,29.042000,2000,100,0.055000
1609060343.184527874,12.727000,2010,101,0.129000
1609060343.209267378,12.663000,2001,101,10.536000
1609060343.210023642,12.577000,2011,102,0.055000
1609060343.234236717,11.788000,2000,102,0.055000
1609060343.234991074,28.230000,2010,100,0.024000
1609060343.258978605,28.042000,2001,100,0.055000
1609060343.260003328,12.838000,2011,101,0.055000
1609060343.284220219,12.937000,2000,101,0.055000
1609060343.284988880,12.433000,2010,102,0.056000
1609060343.309242725,11.610000,2001,102,0.055000
1609060343.359004021,29.042000,2000,100,0.055000
1609060343.359433174,12.735000,2010,101,0.129000
1609060343.384182215,12.815000,2001,101,10.536000
1609060343.384943247,12.574000,2011,102,0.055000
1609060343.409192324,11.788000,2000,102,0.024000
1609060343.409951448,28.268999,2010,100,0.055000
1609060343.433959723,28.080999,2001,100,0.055000
1609060343.434982300,12.886000,2011,101,0.055000
1609060343.459207535,12.933000,2000,101,0.055000
1609060343.459915638,12.425000,2010,102,0.055000
1609060343.484182835,11.653000,2001,102,0.055000
1609060343.484437227,28.659000,2011,100,0.268000
1609060343.534190178,29.011999,2000,100,0.055000
1609060343.534445286,13.119000,2010,101,0.268000
1609060343.559248686,12.947000,2001,101,10.536000
1609060343.561143637,12.540000,2011,102,0.055000
1609060343.584212780,11.891000,2000,102,0.055000
1609060343.609233141,28.160000,2001,100,0.055000
1609060343.610050678,12.845000,2011,101,0.055000
1609060343.634186745,12.937000,2000,101,0.055000
1609060343.634919167,12.321000,2010,102,0.056000
1609060343.659191370,11.684000,2001,102,0.055000
1609060343.659993410,29.094999,2011,100,0.055000
1609060343.709021568,29.047001,2000,100,0.055000
1609060343.709430695,12.676000,2010,101,0.129000
1609060343.734891176,12.580000,2011,102,0.055000
1609060343.759216309,11.784000,2000,102,0.024000
1609060343.784254074,28.127001,2001,100,0.055000
1609060343.784950018,12.844000,2011,101,0.024000
1609060343.809206724,12.939000,2000,101,0.024000
1609060343.809963703,12.465000,2010,102,0.056000
1609060343.834306479,11.681000,2001,102,0.055000
1609060343.884148598,28.969999,2000,100,0.055000
1609060343.884445667,13.180000,2010,101,0.268000
1609060343.909176111,13.415000,2001,101,0.056000
1609060343.910017252,12.570000,2011,102,0.055000
1609060343.934329033,11.791000,2000,102,0.055000
