my_id,from_id,to_id,rx1,rx2,rx3,fpp1,fpp2,fpp3,skew1,skew2,skew3,fpp1_n,fpp2_n,skew1_n,skew2_n,rx1_raw,rx2_raw,rx3_raw,std,timestamp,tx1_n,rx1_n,tx2_n,rx2_n,tx3_n,rx3_n,range_n,bias_n,tx1_raw_n,rx1_raw_n,tx2_raw_n,rx2_raw_n,tx3_raw_n,rx3_raw_n,range_raw_n,bias_raw_n,gt_range_n,timestamp_n
10,11,2,412073444.8466374,412379119.30865705,413917847.2387385,-81.27339935302734,-81.08190155029297,-82.25289916992188,0.3073000013828277,6.406499862670898,6.4781999588012695,-83.54779815673828,-83.25559997558594,-6.672900199890137,6.153200149536133,412073444.8555188,412379119.27834535,413917847.43088937,0.1320901219151271,0.5986464023590088,344469119.4815757,10786568.948025672,11092212.438778942,344774796.3479201,12630930.38749689,346313523.8480132,4.717071160587286,-0.0651883057707856,344469119.4035457,10786569.292117389,11092212.352263622,344774796.6590294,12630930.30098157,346313524.1699219,4.839499950408936,0.0572404840508644,4.782259466358072,0.5917820930480957
10,11,0,434072853.8825163,434378891.825345,435917617.08636415,-81.44159698486328,-82.74120330810547,-84.19950103759766,-0.0754000023007392,4.43120002746582,4.851200103759766,-83.00379943847656,-82.23729705810547,-4.781400203704834,4.461900234222412,434072853.925656,434378892.0867137,435917617.4535506,0.181081157598618,0.626335620880127,366468518.5200372,19393083.07891895,19699087.36029381,366774557.6851906,21237805.309011757,368313282.3899164,5.026043735121411,-0.0063425039204769,366468518.4420072,19393083.27699319,19699087.352263626,366774557.8707181,21237805.30098157,368313282.4863532,5.098999977111816,0.0666137380699281,5.032386239041888,0.6210637092590332
11,10,1,385175732.788171,385481491.64879566,387020213.2695594,-80.57319641113281,-85.87860107421875,-87.38469696044922,-0.4842000007629394,1.4249000549316406,2.411099910736084,-80.1980972290039,-80.89779663085938,-2.8749001026153564,2.7362000942230225,385175732.6566256,385481491.9965695,387020213.5447967,0.1972027057572973,0.6351380348205566,385563662.7540499,62057870.16451214,62363606.66217438,385869423.7076337,63902324.610892326,387408145.540275,3.549107985374802,0.0451364452472402,385563662.6727764,62057869.98259716,62363606.58303285,385869423.6403245,63902324.5317508,387408145.4702524,3.535799980163574,0.0318284400360124,3.5039715401275617,0.6306078433990479
11,10,5,395089060.894277,395395615.27861977,396934339.6513047,-81.68730163574219,-78.24099731445312,-81.69499969482422,-0.4246000051498413,4.311999797821045,3.7718000411987305,-84.46289825439453,-84.66339874267578,-4.468400001525879,4.338099956512451,395089060.9819461,395395616.2516276,396934339.7404597,0.0657609392412381,0.6543686389923096,395476996.0873833,27478999.07691547,27785521.97170877,395783553.8751683,29324239.92042672,397322277.8837982,5.0478625487036695,0.0295459779053084,395476996.0061098,27478999.758989383,27785521.647135414,395783554.2492989,29324239.59585337,397322278.5675831,5.257699966430664,0.239383395632303,5.018316570798361,0.6399435997009277
11,10,2,414088532.1779904,414395262.7222993,415933990.2683649,-80.80680084228516,-78.54219818115234,-82.87169647216797,-0.3492000102996826,5.120399951934815,5.980899810791016,-82.08699798583984,-81.38970184326172,-6.964399814605713,6.684999942779541,414088532.0888421,414395263.20237374,415933990.54111576,0.0696063682635027,0.6737158298492432,414476475.25405,13189134.02139635,13495834.233650737,414783206.8170865,15034552.182368686,416321934.9316591,4.394314349222348,0.0181601686169878,414476475.17277646,13189134.192833534,13495834.147135416,414783206.8497096,15034552.095853366,416321934.9709536,4.44980001449585,0.073645833890489,4.3761541806053605,0.6589243412017822
10,11,4,502070880.79562527,502374985.3396258,503913707.08293104,-80.78269958496094,-85.1010971069336,-85.95809936523438,0.663100004196167,2.959700107574463,2.6066999435424805,-80.456298828125,-80.9896011352539,-2.490299940109253,2.063800096511841,502070880.7060046,502374985.7115135,503913707.431891,0.1943827505398792,0.6880636215209961,434466515.314909,1781823.2945151965,2085906.3585533309,434770620.5615743,3624624.30727128,436309341.7269373,3.228837944631913,0.0375488531715983,434466515.236879,1781823.1670673075,2085906.262520032,434770620.50843847,3624624.211237981,436309341.6967147,3.227099895477295,0.0358108040169802,3.1912890914603147,0.6822230815887451
10,11,1,515070670.1763505,515377866.1640405,516916588.29398936,-81.48690032958984,-79.572998046875,-80.57019805908203,0.4059999883174896,3.219500064849853,2.612299919128418,-86.63580322265625,-87.68820190429688,-2.496799945831299,2.540600061416626,515070670.2286158,515377865.99183697,516916588.1660657,0.0728341313637772,0.7014219760894775,447466298.9687552,57131882.68079772,57439055.3801231,447773496.3051857,58977773.328841045,449312217.8519983,3.5842658071681863,-0.1318279398183346,447466298.89072514,57131882.99717047,57439055.30098157,447773496.5632512,58977773.24969952,449312218.1114783,3.69379997253418,-0.0222937744523408,3.716093746986521,0.6927118301391602
10,11,5,534070158.0542244,534374337.1551562,535913061.5874287,-80.97760009765625,-83.71150207519531,-84.8228988647461,0.2626000046730041,2.996900081634521,4.272900104522705,-82.12049865722656,-83.10430145263672,-3.880800008773804,3.9767000675201416,534070158.0028045,534374337.502504,535913061.9616386,0.1862975544671928,0.7358381748199463,466465778.1354218,31639026.96381119,31943174.215298515,466769957.3224196,33481892.164016463,468308680.54441947,4.629382205531163,0.029520153957705,466465778.05739176,31639027.443910256,31943173.89072516,466769957.6196915,33481891.83944311,468308681.1554737,4.796899795532227,0.1970377439587682,4.599862051573458,0.7184033393859863
10,11,2,551069700.8365678,551376924.3009025,552915652.2842631,-80.90779876708984,-80.2344970703125,-81.19960021972656,0.2533000111579895,6.374899864196777,6.638400077819824,-83.12100219726562,-82.91470336914062,-6.469799995422363,6.104800224304199,551069700.771234,551376924.1254758,552915652.2780199,0.087168722639824,0.7370667457580566,483465313.3918322,15349074.69470242,15656266.925958429,483772539.16051584,17194984.87467638,485311266.6136587,4.741286551431924,-0.0411885957183342,483465313.3138021,15349075.00438201,15656266.839443108,483772539.438101,17194984.788161058,485311266.9020433,4.853600025177002,0.0711248780267439,4.782475147150258,0.7288422584533691
10,11,0,575068910.4337732,575373047.3465132,576911772.7219309,-80.9738998413086,-82.41519927978516,-83.74859619140625,0.564300000667572,4.382800102233887,4.767399787902832,-82.8926010131836,-82.48789978027344,-4.906199932098389,4.69290018081665,575068910.3816106,575373047.5636017,576911773.0712891,0.1672764604314372,0.7686214447021484,507464512.1097809,25955617.427154034,26259720.37311432,507768649.9292293,27798438.321832266,509307374.7278553,5.022971773907665,-0.0094013949164626,507464512.0317508,25955617.613181088,26259720.36508413,507768650.1527444,27798438.31380208,509307374.86227965,5.099800109863281,0.0674269410391534,5.032373168824128,0.7527165412902832
11,10,4,557084549.4095968,557391836.942956,558930558.4763262,-80.75250244140625,-79.31529998779297,-81.07450103759766,-0.527999997138977,0.6873000264167786,2.1709001064300537,-86.00890350341797,-86.43280029296875,-2.7184998989105225,2.3496999740600586,557084549.3101462,557391836.8295523,558930558.4403796,0.0675058384520575,0.810896635055542,557472556.984819,57183182.664554834,57490449.627784096,557779847.1302432,59029167.57650205,559318568.8631357,3.3606443988558503,-0.1133755795619482,557472556.9035456,57183183.03034856,57490449.5317508,557779847.4590595,59029167.48046875,559318569.2107372,3.4907000064849854,0.0166800280671868,3.4740199784177985,0.802079439163208
11,10,0,581083881.7243586,581390982.7739328,582929711.2822584,-81.0302963256836,-77.3917007446289,-82.61139678955078,-0.5475999712944031,5.250699996948242,4.630499839782715,-83.556396484375,-83.35780334472656,-5.382999897003174,4.800000190734863,581083881.6794372,581390986.6098257,582929711.5228115,0.0795596888237335,0.8346960544586182,581471899.933537,32358241.989683576,32665313.321832266,581779006.7595428,34204031.270550214,583317732.1882985,5.095110769234953,-0.0148201033687644,581471899.8522636,32358242.23445012,32665313.31380208,581779007.0832081,34204031.26252003,583317732.418745,5.196400165557861,0.0864692929541437,5.109930872603718,0.8273036479949951
10,11,4,663152924.3459295,663457158.1733496,664995880.1615492,-81.25399780273438,-84.65059661865234,-86.50640106201172,-0.0157999992370605,1.5170999765396118,2.5564000606536865,-81.05069732666016,-80.35790252685547,-2.647700071334839,1.5822999477386477,663152924.3508363,663457158.5474259,664995880.486904,0.1972556299546665,0.845775842666626,595548486.4687551,28430627.881829403,28734840.653425124,595852721.2526236,30273558.60214307,597391442.2145361,3.2092969953513486,0.0179434646345448,595548486.3907251,28430627.86395733,28734840.557391822,595852721.088116,30273558.50610977,597391442.0729418,3.2072999477386475,0.0159464170218437,3.191353530716804,0.8417439460754395
10,11,1,673066422.4930449,673372432.9118028,674911155.0696589,-81.46890258789062,-79.59600067138672,-80.98590087890625,0.4013999998569488,1.8280999660491943,2.797600030899048,-87.927001953125,-86.59709930419922,-2.1419999599456787,2.2527999877929688,673066422.5416917,673372432.7361277,674911155.0199068,0.0790090894211505,0.8735456466674805,605461980.0584987,13477963.637080137,13783951.213456431,605767992.0803541,15322669.16217438,607306713.5645666,3.5578311113449206,-0.158120726053351,605461979.9804688,13477963.88283754,13783951.134314904,605767992.3972105,15322669.083032852,607306713.8828375,3.665600061416626,-0.0503517759816456,3.715951837398272,0.855548620223999
10,11,5,705065555.7168438,705370026.01856,706908750.2878678,-80.84410095214844,-83.5280990600586,-85.25240325927734,0.7961999773979187,4.525199890136719,4.1768999099731445,-82.4529037475586,-82.50180053710938,-3.967400074005127,3.81559991836548,705065555.6390224,705370026.3546674,706908750.6573017,0.1855150207366524,0.9086728096008301,637461098.6482424,984448.7428251448,1288887.356324153,637765569.2325187,2827605.305042101,639304292.3919184,4.636373354738995,0.0364839322748729,637461098.5702124,984449.2750901442,1288887.0317508013,637765569.4580078,2827604.98046875,639304292.9311899,4.800899982452393,0.2010105599882701,4.5998894224641225,0.890242338180542
10,11,2,724084137.6092408,724390830.6927739,725929558.6336553,-81.43720245361328,-80.4634017944336,-81.17279815673828,0.620199978351593,6.32919979095459,6.689599990844727,-83.47920227050781,-82.88349914550781,-6.386000156402588,6.330100059509277,724084137.6514924,724390830.5476261,725929558.62192,0.1016636710260038,0.9102528095245361,656479672.366191,53929533.023347706,54236194.81057382,656786367.805461,55774912.75929176,658325095.0238533,4.765963729221711,-0.0162396513065328,656479672.288161,53929533.36275541,54236194.724058494,656786368.0795523,55774912.67277644,658325095.308744,4.882199764251709,0.0999963837234654,4.782203380528244,0.9044008255004883
10,11,0,746064331.919655,746368505.8830559,747907231.1063899,-80.90029907226562,-82.27349853515625,-84.33000183105469,0.3203000128269195,4.335299968719482,4.723599910736084,-83.55770111083984,-82.65190124511719,-4.6118998527526855,4.417200088500977,746064331.8528395,746368506.0784755,747907231.4766126,0.1691433972680875,0.9407124519348145,678459856.6610628,62517367.136708654,62821507.23208868,678764031.5330763,64360225.18080662,680302756.2847521,5.009823814275614,-0.0226473073269524,678459856.5830328,62517367.3815605,62821507.224058494,678764031.7789713,64360225.17277644,680302756.4415565,5.098800182342529,0.0663290607399629,5.032471121602566,0.9289886951446533
11,10,5,714080176.1053523,714386567.0957092,715925297.1494589,-80.88629913330078,-77.02010345458984,-82.33779907226562,-0.3100999891757965,4.522500038146973,3.924499988555908,-84.44830322265625,-85.3750991821289,-4.541999816894531,4.565299987792969,714080176.0316507,714386573.2672275,715925297.3507612,0.122622744225901,0.978264570236206,714468254.1002036,10386816.64772704,10693182.228119023,714774654.581031,12231900.176836971,716313378.620961,5.048136948920217,0.0298376965148721,714468254.0189302,10386817.329602364,10693181.903545674,714774654.9479166,12231899.852263622,716313379.297501,5.256800174713135,0.2385009223077903,5.0182992524053445,0.9618334770202637
11,10,2,737158924.0515832,737465236.4638883,739003963.6451914,-80.46949768066406,-81.44409942626953,-83.9209976196289,-0.6100000143051147,6.145699977874756,6.033100128173828,-82.0425033569336,-81.70449829101562,-6.806099891662598,6.311500072479248,737158923.9032452,737465236.5034055,739003963.9986478,0.1437174085567619,1.010514736175537,737547012.1130242,175457.94419106553,481739.682368686,737853325.17845,2020457.6310866347,739392053.1208721,4.396336926136889,0.0200346247671507,737547012.0317508,175458.1079727564,481739.5958533654,737853325.2735627,2020457.544571314,739392053.2226562,4.460000038146973,0.0836977367772346,4.376302301369738,0.9825506210327148
10,11,4,837062000.4564152,837366006.6782084,838904728.5825436,-80.8927993774414,-85.7927017211914,-85.67510223388672,0.296099990606308,1.0719000101089478,2.666300058364868,-80.3718032836914,-81.43440246582031,-2.604899883270264,1.9417999982833865,837062000.3881209,837366007.0331279,838904728.941306,0.196221797651643,1.0207459926605225,769457484.866191,690022.4410092209,994007.3200917926,769761491.7399114,2532725.2688097414,771300212.7800741,3.204404726887009,0.0131430255863693,769457484.788161,690022.3013070914,994007.2240584936,769761491.7774689,2532725.1727764425,771300212.8405448,3.2144999504089355,0.0232382491082958,3.19126170130064,1.0167348384857178
10,11,5,876060952.1539347,876365481.2174761,877904205.6233679,-80.893798828125,-83.75900268554688,-85.10389709472656,0.6704999804496765,5.53849983215332,4.312900066375732,-81.62300109863281,-82.21150207519531,-3.884500026702881,3.738300085067749,876060952.0858374,876365481.5673828,877904205.9952174,0.186902448964879,1.07063627243042,808456419.1610628,37546281.49019382,37850778.38196518,808760948.1015127,39389496.33068313,810299671.480013,4.641520145514537,0.0415819545652151,808456419.0830328,37546281.87913161,37850778.05739183,808760948.2828776,39389496.006109774,810299671.9751602,4.777999877929688,0.1780616869803664,4.599938190949322,1.0542995929718018
10,11,2,886060684.208651,886367898.7434218,887906626.8027058,-80.97720336914062,-80.14790344238281,-81.24620056152344,0.0419000014662742,5.980899810791016,6.534999847412109,-83.42250061035156,-82.84020233154297,-6.469799995422363,5.7220001220703125,886060684.1571515,886367898.5595703,887906626.8060147,0.0873526521858684,1.0710220336914062,818456146.7251654,14255766.360166328,14562949.618266122,818763363.6913381,16101667.56698407,820302090.9097304,4.7738889854617605,-0.00832936368369,818456146.6471354,14255766.69546274,14562949.531750802,818763363.9604616,16101667.48046875,820302091.1896534,4.888700008392334,0.1064816592468833,4.782218349145451,1.0644724369049072
10,11,3,898060361.3783585,898367331.5693301,899906050.4807391,-80.65699768066406,-80.61489868164062,-82.02120208740234,0.555899977684021,0.1107999980449676,0.7487000226974487,-82.39550018310547,-82.38189697265625,-0.5996999740600586,0.9107999801635742,898060361.2655249,898367331.4490685,899906050.6341397,0.1044835975596751,1.0985980033874512,830455818.1995243,24348934.41772477,24655874.31053224,830762790.0689456,26194592.25925019,832301508.5696516,4.775236296405362,0.0469404646824624,830455818.1214943,24348934.654822715,24655874.211237986,830762790.2769431,26194592.15995593,832301508.8047125,4.867599964141846,0.1393041324189461,4.7282958317229,1.0800087451934814
10,11,0,912059982.7074348,912364787.9619794,913903513.2570282,-81.22650146484375,-83.18109893798828,-83.4896011352539,0.3650000095367431,4.254199981689453,4.970399856567383,-83.7334976196289,-82.18879699707031,-4.719900131225586,4.680799961090088,912059982.7067058,912364788.270608,913903513.5904948,0.1770291276793179,1.0994360446929932,844455433.5841397,26862962.01555177,27167733.193627138,844760239.7374512,28706451.14234509,846298964.4265268,5.041024601007174,0.00844426399878,844455433.5061097,26862962.27088341,27167733.185596958,844760239.9151142,28706451.134314906,846298964.515099,5.121399879455566,0.0888195424471725,5.032580337008394,1.0909278392791748
10,11,1,1002057554.6752968,1002363923.7615228,1003902645.7496328,-81.106201171875,-79.56719970703125,-80.58149719238281,0.3939000070095062,2.53220009803772,2.779900074005127,-88.12460327148438,-88.36940002441406,-2.3011999130249023,2.4809999465942383,1002057554.64994,1002363923.5902444,1003902645.6236228,0.0691526742174081,1.1942002773284912,934452965.6354218,6386131.42006529,6692476.854482072,934759335.9222052,8231194.803200021,936298057.2968673,3.6219488416125456,-0.0939518964547234,934452965.5573918,6386131.654397035,6692476.775340545,934759336.1409504,8231194.724058494,936298057.5170273,3.713299989700317,-0.0026007483669521,3.715900738067269,1.1817958354949951
10,11,2,1049056294.1805272,1049360486.9409238,1050899214.922426,-80.8395004272461,-79.99849700927734,-81.2738037109375,0.4478999972343445,6.156000137329102,6.875,-83.10910034179688,-82.71769714355469,-6.060999870300293,5.943699836730957,1049056294.101813,1049360486.747546,1050899214.9313904,0.0822074921063727,1.2323925495147705,981451683.5841396,42817466.059528366,43121627.50288151,981755878.5736878,44660345.45159946,983294605.9485804,4.747723542328656,-0.0347405611658064,981451683.5061096,42817466.368063904,43121627.41636618,981755878.8279996,44660345.36508413,983294606.2136918,4.856400012969971,0.0739359094755087,4.782464103494462,1.2270958423614502
10,11,0,1070121953.0206336,1070427783.7052662,1071966509.0412648,-80.45760345458984,-82.52880096435547,-83.3989028930664,0.2318000048398971,4.12939977645874,4.845600128173828,-82.79460144042969,-82.35269927978516,-4.614699840545654,4.101500034332275,1070121952.8745992,1070427783.938677,1071966509.368114,0.1551460562520724,1.2700071334838867,1002517332.6226012,50491327.29304825,50797124.219268166,1002823164.5162214,52335842.16798611,1004361889.158347,5.04057525646152,0.0080383391222254,1002517332.5445712,50491327.46769831,50797124.21123798,1002823164.7198015,52335842.159955926,1004361889.2728364,5.112800121307373,0.0802632039680784,5.032536917339295,1.2557671070098877
11,10,5,1039071128.4645344,1039379008.3838222,1040917734.1679332,-80.76740264892578,-77.7311019897461,-81.57759857177734,-0.5187000036239624,2.990400075912476,3.827699899673462,-85.17130279541016,-85.37310028076172,-4.4899001121521,4.093999862670898,1039071128.3678886,1039379010.7453176,1040917734.2341496,0.0877354197008153,1.3185570240020752,1039459351.856614,66510860.63510335,66818711.07427287,1039767236.9158463,1141018.7665805633,1041305961.0653268,5.001957569489009,-0.0163697075540483,1039459351.7753406,66510861.31560497,66818710.74969952,1039767237.2827774,1141018.4420072115,1041305961.741912,5.210400104522705,0.1920728274796479,5.018327277043057,1.2850518226623535
11,10,2,1078070037.7379138,1078376642.057886,1079915369.114227,-80.57720184326172,-80.35250091552734,-83.37159729003906,-0.2085999995470047,5.907299995422363,6.10099983215332,-82.03369903564453,-81.59100341796875,-6.68779993057251,6.601200103759766,1078070037.6070464,1078376641.8926532,1079915369.434846,0.1158636944815257,1.3507516384124756,1078458278.1386654,5002393.55832609,5308967.2464712495,1078764882.9742584,6847685.195189199,1080303611.151431,4.362100684690786,-0.0140652368396132,1078458278.057392,5002393.7205779245,5308967.159955929,1078764883.0472505,6847685.108673878,1080303611.2310948,4.422200202941895,0.0460342814114964,4.376165921530399,1.3322806358337402
11,10,0,1095069564.642494,1095376441.2042403,1096915167.8790054,-81.66290283203125,-77.8053970336914,-82.67880249023438,-0.1861999928951263,4.451700210571289,4.541100025177002,-83.40779876708984,-83.25440216064453,-5.051400184631348,5.07289981842041,1095069564.7254355,1095376443.309295,1096915168.1283803,0.0654177436326005,1.3555750846862793,1095457813.3950756,8610319.777714761,8917164.28337073,1095764693.6639824,10455882.23208868,1097303419.092738,5.135645001173309,0.0258537879183489,1095457813.313802,8610320.01201923,8917164.275340544,1095764693.979117,10455882.224058494,1097303419.3146534,5.234099864959717,0.1243086517047569,5.10979121325496,1.3412110805511475
10,11,4,1186052605.6951826,1186356709.3456693,1187895430.966048,-81.10250091552734,-84.80359649658203,-86.6626968383789,0.519599974155426,2.1196000576019287,2.66729998588562,-80.51260375976562,-81.21800231933594,-2.8125,1.644700050354004,1186052605.6690707,1186356709.719927,1187895431.2838042,0.1970534767898715,1.3687248229980469,1118447933.5841398,13597673.614974694,13901755.71752769,1118752037.735716,15440473.66624564,1120290758.885429,3.2092809608813178,0.0179504159703487,1118447933.5061097,13597673.496344153,13901755.62149439,1118752037.729117,15440473.57021234,1120290758.901743,3.21589994430542,0.0245693993944509,3.191330544910969,1.3645625114440918
10,11,1,1199052251.3333287,1199358589.321182,1200897311.530954,-81.0156021118164,-79.27269744873047,-80.02529907226562,0.3501000106334686,1.7899999618530271,2.675600051879883,-87.0624008178711,-87.71219635009766,-2.5032999515533447,2.4326000213623047,1199052251.2895634,1199358589.2271383,1200897311.338767,0.0660729382173547,1.3885235786437988,1131447573.007217,1731049.463401211,2037364.6749948924,1131753912.941925,3576082.6237128414,1133292634.4261372,3.5993223283132787,-0.1168597467639327,1131447572.9291868,1731049.7577373798,2037364.5958533653,1131753913.198618,3576082.544571314,1133292634.6842449,3.705399990081787,-0.0107820849954243,3.716182075077211,1.3791546821594238
10,11,2,1234051313.0491903,1234357573.1394908,1235896301.0791075,-81.02369689941406,-79.95999908447266,-81.39610290527344,0.4135000109672546,5.993899822235107,6.834000110626221,-83.17449951171875,-83.6863021850586,-6.2993998527526855,6.059100151062012,1234051313.0070615,1234357572.9448369,1235896301.1130311,0.0864989828223336,1.4249396324157715,1166446619.481576,26162017.22586926,26468246.092625096,1166752881.8634744,28006964.04134305,1168291609.2070668,4.742105894986829,-0.0402190237585431,1166446619.403546,26162017.540564906,26468246.00610977,1166752882.2052786,28006963.95482773,1168291609.5596707,4.864799976348877,0.0824750576035047,4.782324918745372,1.4144301414489746
