timestamp,x,y,z
1609059639.660789013,-0.000231016,0.000014302,0.000072538
1609059639.710631132,-0.000096605,-0.000008937,-0.000122425
1609059639.761420012,-0.000101241,0.000124713,0.000095818
1609059639.811754942,-0.000115600,0.000126410,-0.000106335
1609059639.860476017,-0.000138715,-0.000118869,-0.000026240
1609059639.909240961,-0.000206297,-0.000039948,-0.000042888
1609059639.960643053,0.000003312,-0.000004073,-0.000010376
1609059640.011176109,-0.000077890,0.000042731,-0.000062156
1609059640.060336113,-0.000044971,0.000069296,-0.000058546
1609059640.110605001,-0.000282617,0.000075678,0.000009175
1609059640.159893036,-0.000139662,-0.000123464,-0.000032442
1609059640.211558104,-0.000099466,0.000104130,-0.000160768
1609059640.263082981,-0.000076414,0.000043266,-0.000284766
1609059640.310277939,-0.000132945,-0.000127681,-0.000047051
1609059640.361942053,-0.000120708,-0.000127453,-0.000061069
1609059640.409940004,-0.000144285,-0.000044000,0.000099511
1609059640.460380077,-0.000285354,-0.000162984,-0.000145871
1609059640.511650085,-0.000281699,-0.000185728,0.000035349
1609059640.562055111,-0.000376765,-0.000059420,-0.000095280
1609059640.611683130,-0.000000624,-0.000002734,-0.000225346
1609059640.660602093,-0.000336469,-0.000148336,-0.000062478
1609059640.711425066,-0.000074579,0.000047724,-0.000058097
1609059640.761268139,-0.000273953,-0.000209623,-0.000011800
1609059640.810977936,-0.000332326,-0.000135090,-0.000046257
1609059640.861379147,-0.000077276,-0.000169454,-0.000178983
1609059640.908561945,-0.000187373,-0.000041772,-0.000068032
1609059640.961056948,0.000104824,0.000162309,-0.000308219
1609059641.011466980,0.000023604,-0.000017688,-0.000055902
1609059641.062047005,-0.000025027,-0.000029711,-0.000239619
1609059641.111312151,0.000071250,-0.000074598,-0.000424229
1609059641.158771038,-0.000178403,-0.000020087,-0.000265775
1609059641.211102962,-0.000119862,0.000200412,0.000016500
1609059641.263302088,-0.000086838,0.000119462,-0.000151198
1609059641.310619116,-0.000053949,0.000074273,-0.000040071
1609059641.362344980,0.000025920,-0.000003424,-0.000257639
1609059641.409410954,0.000104643,0.000158974,-0.000091591
1609059641.461462975,-0.000069155,0.000115332,-0.000178554
1609059641.510810137,0.000082761,-0.000082306,-0.000228305
1609059641.561867952,-0.000015151,-0.000040994,-0.000269189
1609059641.611465931,-0.000175364,0.000010940,-0.000219946
1609059641.660098076,-0.000187136,-0.000064798,-0.000104971
1609059641.712622166,-0.000261193,0.000078956,-0.000010786
1609059641.763167143,-0.000142523,-0.000108096,-0.000004611
1609059641.814458132,-0.000195870,-0.000046050,-0.000064857
1609059641.861778021,-0.000043083,0.000060888,-0.000074151
1609059641.910664082,-0.000083123,0.000038095,-0.000063386
1609059641.968652010,-0.000142928,-0.000066006,0.000062879
1609059642.011675119,-0.000185949,-0.000057684,0.000126689
1609059642.061350107,-0.000410448,-0.000001590,-0.000185347
1609059642.111670017,-0.000180446,-0.000057615,0.000120331
1609059642.167797089,-0.000312410,0.000103248,0.000088085
1609059642.210950136,-0.000445839,-0.000260355,0.000109434
1609059642.263010979,-0.000364496,-0.000143294,0.000200218
1609059642.310436010,-0.000325323,-0.000154213,0.000136794
1609059642.362278938,-0.000468036,-0.000269010,0.000121741
1609059642.410459042,-0.000381750,-0.000400701,0.000032390
1609059642.460976124,-0.000374649,-0.000096802,0.000064443
1609059642.510756016,-0.000268891,0.000010061,0.000110297
1609059642.561908960,-0.000708424,-0.000155177,0.000142041
1609059642.611338139,-0.000428988,-0.000108987,0.000108904
1609059642.661937952,-0.000315034,-0.000162473,0.000111551
1609059642.712047100,-0.000580821,-0.000351079,-0.000098103
1609059642.763761044,-0.000385613,-0.000093400,0.000082746
1609059642.811994076,-0.000294115,-0.000138311,0.000125436
1609059642.860651970,-0.000585337,-0.000102403,0.000081406
1609059642.908493996,-0.000393687,-0.000069772,-0.000091874
1609059642.960622072,-0.000297668,-0.000196886,-0.000185377
1609059643.012130022,-0.000424466,-0.000311007,0.000003670
1609059643.061673164,-0.000370772,-0.000046806,0.000139490
1609059643.110657930,-0.000419188,-0.000015686,0.000245938
1609059643.158637047,-0.000327270,-0.000160525,0.000129033
1609059643.212631941,-0.000567782,-0.000404784,-0.000198933
1609059643.262228966,-0.000431697,-0.000004374,0.000056921
1609059643.310503006,-0.000459485,-0.000217375,-0.000249553
1609059643.361880064,-0.000212483,-0.000038108,-0.000032688
1609059643.410331964,-0.000148520,-0.000133725,-0.000038370
1609059643.462818146,-0.000482434,-0.000260181,-0.000069009
1609059643.511497974,-0.000370894,-0.000070813,-0.000120319
1609059643.560929060,-0.000081577,-0.000184812,0.000023346
1609059643.611206055,-0.000286552,0.000084753,0.000028248
1609059643.661601067,-0.000233405,0.000022776,-0.000132892
1609059643.713094950,-0.000372271,-0.000108330,0.000043295
1609059643.763589144,-0.000309132,-0.000141587,-0.000083859
1609059643.810868979,-0.000237158,0.000020676,0.000089906
1609059643.861731052,-0.000340080,-0.000153060,-0.000065756
1609059643.908293009,-0.000503558,-0.000182957,0.000078770
1609059643.960392952,-0.000302514,-0.000127861,-0.000069783
1609059644.011320114,-0.000246025,0.000018955,-0.000124143
1609059644.061661959,-0.000298586,-0.000215625,-0.000214133
1609059644.110173941,-0.000339901,-0.000149109,-0.000281401
1609059644.159088135,-0.000283115,0.000000849,-0.000109382
1609059644.211442947,-0.000122129,0.000115697,-0.000115719
1609059644.263994932,-0.000310955,-0.000126890,-0.000058316
1609059644.309689045,-0.000151477,-0.000101766,0.000015991
1609059644.362067938,-0.000202058,-0.000247252,-0.000156203
1609059644.409126043,-0.000330331,-0.000130843,-0.000041839
1609059644.461717129,-0.000269586,-0.000202524,-0.000005629
1609059644.512036085,-0.000305608,-0.000212730,-0.000201271
1609059644.569071054,-0.000357235,-0.000330392,-0.000327931
1609059644.611122131,-0.000282356,-0.000223821,-0.000024530
1609059644.660792112,-0.000361825,-0.000042140,-0.000085324
1609059644.710603952,-0.000202672,-0.000033820,-0.000037390
1609059644.764385939,-0.000338151,-0.000165194,-0.000087341
1609059644.811536074,-0.000402970,-0.000091526,0.000106128
1609059644.861248016,-0.000578342,-0.000114403,0.000054079
1609059644.909268141,-0.000385569,-0.000085467,0.000095325
1609059644.960873127,-0.000372452,-0.000274509,0.000000651
1609059645.011628151,-0.000492692,-0.000256245,-0.000050688
1609059645.061393023,-0.000445467,-0.000206142,-0.000026416
1609059645.112143040,-0.000444894,-0.000209500,-0.000032435
1609059645.160577059,-0.000152143,-0.000133507,-0.000033765
1609059645.211977005,-0.000245494,0.000080259,0.000194570
1609059645.263683081,-0.000481905,-0.000270947,0.000134957
1609059645.309767962,-0.000350270,-0.000152224,-0.000274176
1609059645.361521959,-0.000391106,-0.000087163,0.000099131
1609059645.410800934,-0.000257386,0.000012152,-0.000121623
1609059645.461821079,-0.000346085,-0.000161726,-0.000072496
1609059645.512346029,-0.000550583,-0.000200061,0.000106804
1609059645.560505152,-0.000595126,-0.000052385,-0.000049182
1609059645.612406969,-0.000410646,-0.000136462,0.000265334
1609059645.659907103,-0.000562779,-0.000111652,0.000040170
1609059645.710335970,-0.000554340,-0.000135622,0.000213817
1609059645.764111042,-0.000293245,-0.000011668,0.000104322
1609059645.810743093,-0.000403813,-0.000077283,-0.000091932
1609059645.860698938,-0.000517147,-0.000198769,0.000291295
1609059645.909594059,-0.000451719,-0.000029531,0.000040398
1609059645.960088968,-0.000405885,-0.000220927,0.000125254
1609059646.014728069,-0.000331625,0.000074669,0.000065163
1609059646.061294079,-0.000440260,-0.000013651,0.000052214
1609059646.109769106,-0.000471042,-0.000242444,-0.000054157
1609059646.160516024,-0.000574324,-0.000083714,-0.000123510
1609059646.211092949,-0.000412908,-0.000098624,0.000106507
1609059646.264058113,-0.000398093,-0.000070289,-0.000087520
1609059646.310534954,-0.000243941,0.000033105,-0.000104064
1609059646.362097979,-0.000388958,-0.000066792,-0.000092687
1609059646.411589146,-0.000476373,-0.000263884,0.000139700
1609059646.461224079,-0.000219961,-0.000058825,-0.000056884
1609059646.511770964,-0.000092700,0.000008789,-0.000098792
1609059646.561097145,-0.000278836,0.000076739,0.000006420
1609059646.612173080,-0.000194104,-0.000039134,-0.000277648
1609059646.661962032,-0.000355385,-0.000054890,0.000108536
1609059646.710695028,-0.000436183,-0.000317027,-0.000213872
1609059646.763697147,-0.000193824,-0.000029302,-0.000040595
1609059646.810995102,-0.000279272,-0.000223031,-0.000026896
1609059646.861387968,-0.000418261,-0.000083216,-0.000084399
1609059646.911864042,-0.000459389,-0.000019348,0.000065625
1609059646.960196018,-0.000718804,-0.000216857,0.000056034
1609059647.010625124,-0.000186135,0.000271717,-0.000013813
1609059647.061221123,-0.000018161,-0.000023471,-0.000237753
1609059647.111664057,-0.000104659,-0.000086085,-0.000014065
1609059647.160988092,-0.000038945,0.000059447,-0.000081310
1609059647.210534096,0.000002743,0.000001211,-0.000223022
1609059647.263510942,-0.000052477,0.000076839,-0.000259442
1609059647.310938120,-0.000055093,0.000070273,-0.000266822
1609059647.361104965,-0.000135697,-0.000116752,-0.000026415
1609059647.410228968,-0.000043193,0.000066636,-0.000064871
1609059647.461812973,0.000060038,0.000166500,-0.000248915
1609059647.511064053,0.000001785,-0.000019061,-0.000032445
1609059647.560487986,-0.000148214,0.000201410,-0.000170320
1609059647.611726046,-0.000011349,0.000098868,-0.000272701
1609059647.660194159,-0.000100241,0.000136995,-0.000107531
1609059647.711524010,-0.000147728,-0.000098879,-0.000205545
1609059647.761155128,-0.000085684,0.000035318,-0.000064797
1609059647.812839985,-0.000230526,0.000008750,0.000063123
1609059647.860968113,-0.000242101,0.000012959,-0.000138300
1609059647.910300016,-0.000393875,-0.000072670,-0.000096268
1609059647.961706161,-0.000381871,-0.000075127,-0.000114287
1609059648.013448954,-0.000358047,-0.000167932,-0.000068318
1609059648.060733080,-0.000447330,-0.000297954,-0.000170404
1609059648.112209082,-0.000392768,-0.000068597,-0.000091083
1609059648.160470963,-0.000332940,-0.000130002,-0.000037435
1609059648.211302042,-0.000359582,-0.000047683,-0.000096787
1609059648.263458967,-0.000334837,-0.000142617,-0.000055289
1609059648.310585976,-0.000318800,-0.000135137,-0.000062228
1609059648.362069130,-0.000241586,0.000034294,-0.000104938
1609059648.410202980,-0.000155955,-0.000084983,-0.000173754
1609059648.460826159,-0.000195589,-0.000032235,-0.000043192
1609059648.511125088,-0.000256042,0.000052237,-0.000059381
1609059648.560791969,-0.000379119,-0.000082722,0.000092115
1609059648.611245155,-0.000297278,-0.000193711,-0.000180779
1609059648.661153078,-0.000419426,-0.000017227,0.000243765
1609059648.710394144,-0.000391277,-0.000072481,-0.000099020
1609059648.763839006,-0.000389922,-0.000080996,0.000107559
1609059648.811249971,-0.000199463,-0.000035397,-0.000043673
1609059648.862269163,-0.000343840,-0.000130427,-0.000025301
1609059648.910104990,-0.000241277,0.000037471,-0.000100241
1609059648.963622093,-0.000232750,-0.000053832,-0.000033905
1609059649.012706041,-0.000321819,-0.000142320,-0.000070117
1609059649.060615063,-0.000365938,-0.000057164,-0.000104412
1609059649.111994982,-0.000286328,0.000095282,0.000044749
1609059649.160974979,-0.000336827,-0.000142057,-0.000052060
1609059649.211126089,-0.000289169,-0.000221079,-0.000012156
1609059649.263186932,-0.000299265,0.000103893,-0.000148067
1609059649.310493946,-0.000337341,-0.000144909,-0.000055995
1609059649.361945152,-0.000290001,0.000100120,0.000056767
1609059649.411539078,-0.000081717,0.000034948,-0.000070050
1609059649.462954044,-0.000295211,-0.000114513,-0.000057113
1609059649.511554956,-0.000303558,-0.000185168,-0.000159799
1609059649.560886145,-0.000337796,-0.000145558,-0.000056495
1609059649.611853123,-0.000135223,-0.000108699,-0.000014150
1609059649.661375046,-0.000327997,-0.000143814,-0.000065234
1609059649.712681055,-0.000242312,-0.000282011,-0.000164237
1609059649.763936996,-0.000230070,-0.000266797,-0.000154401
1609059649.811125040,-0.000481004,-0.000234953,-0.000030523
1609059649.861454010,-0.000329334,-0.000152391,-0.000077318
1609059649.910799980,-0.000477286,-0.000240425,-0.000043605
1609059649.961703062,-0.000476194,-0.000256310,-0.000070180
1609059650.013385057,-0.000242109,-0.000052174,-0.000020267
1609059650.060630083,0.000039605,0.000248940,-0.000093644
1609059650.112010956,-0.000099454,0.000135447,-0.000110921
1609059650.159296036,0.000141469,0.000124288,-0.000190095
1609059650.212063074,-0.000127889,0.000137733,-0.000295590
1609059650.262630939,-0.000254307,0.000035790,-0.000087606
1609059650.311097145,-0.000064015,0.000090085,-0.000224792
1609059650.362497091,0.000092360,0.000173914,-0.000053368
1609059650.409852028,-0.000246006,0.000057030,-0.000285271
1609059650.461435080,0.000136482,0.000109918,-0.000207113
1609059650.510832071,0.000238118,0.000280723,-0.000054604
1609059650.560702085,0.000225998,0.000291783,-0.000244477
1609059650.611391068,-0.000059814,-0.000225810,-0.000510954
1609059650.661633015,-0.000023854,-0.000004698,-0.000201174
1609059650.713942051,-0.000189896,-0.000028684,-0.000044228
1609059650.761362076,-0.000306625,-0.000209939,-0.000195632
1609059650.811493158,-0.000191665,-0.000018892,-0.000026558
1609059650.860654116,-0.000197891,-0.000036896,-0.000047907
1609059650.909898043,-0.000296689,-0.000198753,-0.000189501
1609059650.962358952,-0.000347173,0.000109633,-0.000082625
1609059651.011857033,-0.000351320,-0.000193931,-0.000117618
1609059651.062148094,-0.000404712,-0.000087151,0.000115140
1609059651.111564159,-0.000083006,0.000146805,-0.000112167
1609059651.159983158,-0.000140322,-0.000086224,-0.000194101
1609059651.212279081,-0.000203978,0.000057127,0.000108948
1609059651.263666153,-0.000077940,0.000380439,-0.000189590
1609059651.312325954,0.000083101,0.000178957,-0.000034458
1609059651.361724138,-0.000203981,-0.000016023,-0.000229245
1609059651.410068989,-0.000068496,0.000068861,-0.000253319
1609059651.462624073,0.000064101,0.000216381,-0.000395996
1609059651.509920120,-0.000101969,-0.000061551,-0.000421616
1609059651.570202112,0.000361661,0.000147786,-0.000411447
1609059651.616311073,-0.000718456,0.000430747,0.000865020
1609059651.669034958,-0.000383530,-0.000030681,0.000401890
1609059651.718394995,-0.000708850,0.000361469,0.001408648
1609059651.770199060,-0.000000243,0.000601602,0.000958177
1609059651.817955971,-0.000134078,-0.000073232,0.000040974
1609059651.867718935,-0.000603494,-0.000647093,-0.000321022
1609059651.917257071,-0.000708842,-0.000736044,-0.000338835
1609059651.967446089,-0.000435956,-0.000334248,-0.000019831
1609059652.017965078,-0.000168125,-0.000418478,-0.000246972
1609059652.069879055,-0.001151787,0.000005567,0.000919067
1609059652.116945028,-0.000659622,-0.000044415,0.000482772
1609059652.166833162,-0.000223830,-0.000137818,0.000265351
1609059652.216715097,-0.000226608,-0.000366766,-0.000095910
1609059652.269385099,-0.000111840,-0.000260982,-0.000062362
1609059652.319827080,-0.000423236,-0.000133701,0.000284526
1609059652.366114140,0.000320397,-0.000454056,-0.000655995
1609059652.417541027,0.000068561,-0.000399202,-0.000272711
1609059652.468044996,0.000076079,-0.000486202,-0.000420060
1609059652.517619133,-0.000177333,-0.000409215,-0.000221402
1609059652.569947958,-0.000518869,-0.001345036,-0.001309909
1609059652.617404938,-0.000453902,-0.001606986,-0.001138143
1609059652.667557955,-0.000773688,-0.001171494,-0.000512453
1609059652.717285156,-0.001112107,-0.001289097,-0.000301960
1609059652.771368980,-0.001277733,-0.001096484,-0.000244097
1609059652.818480968,-0.000215777,-0.000424772,-0.000200990
1609059652.866796017,-0.000078570,-0.000052488,0.000230495
1609059652.917365074,-0.000365086,-0.000154974,0.000182315
1609059652.968762159,-0.000509376,0.000043257,0.000667519
1609059653.017079115,-0.000335298,0.000109489,0.000568385
1609059653.071048975,-0.000247838,0.000024029,0.000329527
1609059653.117917061,-0.000387838,0.000060088,0.000773213
1609059653.167936087,-0.000415599,0.000143728,0.000717278
1609059653.216130972,-0.000410334,0.000145941,0.000714614
1609059653.269761086,-0.000253813,-0.000053665,0.000434577
1609059653.318077087,-0.000314484,0.000019305,0.000178598
1609059653.368673086,-0.000267470,-0.000072010,0.000199687
1609059653.418377161,-0.000149121,-0.000179844,-0.000111092
1609059653.469000101,-0.000349000,-0.000498123,-0.000161209
1609059653.518964052,-0.000640462,-0.000423161,0.000078951
1609059653.571012974,-0.000416949,-0.000086312,0.000352590
1609059653.616564035,-0.000556414,-0.000190894,0.000349982
1609059653.669162035,-0.000480582,-0.000040012,0.000501095
1609059653.717698097,-0.000692786,-0.000302686,0.000332262
1609059653.762232065,-0.000629115,-0.000034484,0.000462730
1609059653.814713955,-0.000452567,-0.000015175,0.000285983
1609059653.862398148,-0.000324033,-0.000147668,0.000367430
1609059653.910335064,-0.000270309,0.000012996,0.000338368
1609059653.961956978,-0.000205932,-0.000054951,0.000154524
1609059654.011049986,-0.000183650,-0.000126549,0.000014340
1609059654.065762997,-0.000196117,-0.000059738,0.000357099
1609059654.110885143,-0.000312089,-0.000208058,0.000035512
1609059654.161870003,-0.000113235,-0.000179847,0.000068456
1609059654.211246967,-0.000122592,0.000087859,0.000283961
1609059654.262045145,-0.000205977,-0.000043671,0.000172538
1609059654.312664032,-0.000394787,-0.000098757,0.000306729
1609059654.362198114,-0.000685427,-0.000560975,0.000355835
1609059654.409757137,-0.000964840,-0.000523572,0.000300314
1609059654.463171959,-0.000476416,-0.000286646,0.000546972
1609059654.510996103,-0.000312967,-0.000234153,0.000438455
1609059654.564134121,-0.000485545,-0.000283514,0.000340955
1609059654.612175941,-0.000023177,-0.000029855,0.000201432
1609059654.661921024,-0.000303428,-0.000231619,0.000209548
1609059654.712494135,-0.000089429,-0.000207598,0.000218023
1609059654.761625051,0.000097903,-0.000475221,0.000015222
1609059654.813248158,-0.000184771,-0.000355914,0.000315657
1609059654.863747120,0.000118394,-0.000322713,0.000012231
1609059654.911918163,-0.000242192,-0.000313136,0.000229521
1609059654.998362064,-0.000199746,-0.000374844,0.000081387
1609059655.071864128,-0.000165022,-0.000433997,-0.000053603
1609059655.117051125,-0.000243230,-0.000310642,0.000234712
1609059655.162495136,-0.000195180,-0.000370558,0.000082846
1609059655.210229158,-0.000334636,-0.000790613,0.000021404
1609059655.263327122,-0.000581100,-0.000759784,0.000138417
1609059655.312775135,-0.000396366,-0.000954293,0.000055077
1609059655.362157106,-0.000179136,-0.000404831,0.000231149
1609059655.412181139,-0.000198740,-0.000377938,0.000297007
1609059655.460204124,-0.000042813,-0.000378594,0.000334440
1609059655.511562109,-0.000254588,-0.000302729,0.000260659
1609059655.562078953,-0.000056516,-0.000497539,0.000382893
1609059655.611159086,0.000158361,-0.000550907,0.000267119
1609059655.661734104,0.000205043,-0.000616443,0.000329642
1609059655.708806038,0.000154212,-0.000561246,0.000255535
1609059655.763646126,-0.000079480,-0.000538467,0.000566448
1609059655.811048031,0.000009572,-0.000344289,0.000327495
1609059655.862097025,-0.000048861,-0.000266821,0.000297782
1609059655.911828995,-0.000296637,-0.000235110,0.000417740
1609059655.960057020,-0.000155745,-0.000134722,0.000411994
1609059656.012722015,-0.000152624,-0.000133641,0.000410046
1609059656.061913013,-0.000136976,-0.000150426,0.000364931
1609059656.113312960,-0.000641858,-0.000920891,0.000175046
1609059656.162435055,0.000171628,-0.000882936,0.000388067
1609059656.210005045,0.000374731,-0.001468392,0.000325878
1609059656.263616085,0.000836399,-0.001928508,0.000381106
1609059656.309674025,0.000991923,-0.002598720,0.000461623
1609059656.362501144,0.001201525,-0.003257857,0.000274512
1609059656.410673141,0.001636993,-0.003809516,0.000436515
1609059656.461059093,0.001546918,-0.003976548,0.000498164
1609059656.511693001,0.001764727,-0.003958900,0.000713724
1609059656.561432123,0.001703597,-0.004102983,0.000777894
1609059656.613111019,0.001834097,-0.004341096,0.000910596
1609059656.661500931,0.002183806,-0.004222276,0.001575657
1609059656.711073160,0.002008089,-0.004274822,0.002141950
1609059656.763162136,0.002357256,-0.003815549,0.003571503
1609059656.810389042,0.003454844,-0.003323415,0.006834970
1609059656.861833096,0.004784403,-0.003000034,0.011775563
1609059656.910278082,0.006203260,-0.001346794,0.031383464
1609059656.960672140,0.007630813,0.000067428,0.046618360
1609059657.012189150,0.009015149,0.001725469,0.064751146
1609059657.061730146,0.010865294,0.003196672,0.086057709
1609059657.119433165,0.015034285,0.006409806,0.139771059
1609059657.167930126,0.016954626,0.008411652,0.171532422
1609059657.217385054,0.020012493,0.010187593,0.206775338
1609059657.270077944,0.022172183,0.011543998,0.245384286
1609059657.318799973,0.024288112,0.013712254,0.285431506
1609059657.371524096,0.029599098,0.016675142,0.377798107
1609059657.418588161,0.031776543,0.016601004,0.423412769
1609059657.468891144,0.034350024,0.018147738,0.473116423
1609059657.516695976,0.035445707,0.018870170,0.527010083
1609059657.571406126,0.037214684,0.018549886,0.580331298
1609059657.619152069,0.039834101,0.018318684,0.693996803
1609059657.668961048,0.041600713,0.017592990,0.754889212
1609059657.711796999,0.043671983,0.016219858,0.813811450
1609059657.765041113,0.044751670,0.015447658,0.879759343
1609059657.812216997,0.046153489,0.014307317,0.939333599
1609059657.870021105,0.047892114,0.012672844,1.006901060
1609059657.918132067,0.050126755,0.009786657,1.133680094
1609059657.968609095,0.050672324,0.006989223,1.200236313
1609059658.016653061,0.052230020,0.004702819,1.265431667
1609059658.069469929,0.053612492,0.000983578,1.329770681
1609059658.118728161,0.054675534,-0.001450652,1.392914270
1609059658.161442995,0.056065856,-0.004797918,1.456870189
1609059658.212151051,0.058999396,-0.011478634,1.559121124
1609059658.262938023,0.060710715,-0.015449421,1.604340045
1609059658.311723948,0.062083949,-0.018325458,1.642889277
1609059658.360968113,0.063909484,-0.021568745,1.678109640
1609059658.412733078,0.065426603,-0.025109154,1.707237094
1609059658.462712049,0.068825313,-0.032049934,1.751605532
1609059658.510884047,0.070958281,-0.035264629,1.767058615
1609059658.563215017,0.071802201,-0.038853645,1.780154074
1609059658.610691071,0.072935324,-0.042177251,1.790444263
1609059658.666602135,0.074195238,-0.045544759,1.798314865
1609059658.719102144,0.077328029,-0.051498536,1.808348007
1609059658.770992041,0.079322632,-0.054266251,1.812449727
1609059658.816936970,0.080840366,-0.057299147,1.816220159
1609059658.866413116,0.081925631,-0.059645176,1.820566312
1609059658.918862104,0.082371113,-0.062611175,1.826103505
1609059658.969150066,0.083943853,-0.068842695,1.840606315
1609059659.017477989,0.084485953,-0.071171995,1.849581226
1609059659.060992002,0.085078849,-0.073224444,1.861171703
1609059659.117699146,0.085106065,-0.075650411,1.874303863
1609059659.170153141,0.086159712,-0.077338503,1.888140545
1609059659.222061157,0.083901514,-0.081810136,1.923533780
1609059659.269287109,0.082407302,-0.083676145,1.943862638
1609059659.317410946,0.080230983,-0.085812936,1.965851314
1609059659.368162155,0.078146560,-0.087107108,1.990969738
1609059659.419976950,0.076264249,-0.088434251,2.016285833
1609059659.470664024,0.069580768,-0.091503759,2.071883546
1609059659.518476009,0.064728771,-0.093516027,2.100779381
1609059659.567203045,0.060580168,-0.094355415,2.131402290
1609059659.616642952,0.056715357,-0.095636533,2.161392352
1609059659.670531034,0.052117184,-0.098004105,2.190939475
1609059659.719023943,0.046410715,-0.100594261,2.220882733
1609059659.770456076,0.034954229,-0.105923116,2.276495975
1609059659.816715002,0.029774242,-0.108757139,2.296476669
1609059659.868567944,0.022851152,-0.112289666,2.313582945
1609059659.918898106,0.016876738,-0.115011003,2.326921419
1609059659.969722986,0.011089032,-0.117468068,2.337012782
1609059660.022902012,-0.001971636,-0.123978315,2.351070321
1609059660.069988966,-0.008490831,-0.127288331,2.355870529
1609059660.114959002,-0.014430083,-0.130803484,2.359008246
1609059660.167317152,-0.021321795,-0.135606876,2.360083013
1609059660.217067957,-0.027338822,-0.139978791,2.359762295
1609059660.271840096,-0.032805372,-0.144332511,2.358227718
1609059660.318336010,-0.043705629,-0.154638284,2.353438645
1609059660.367056131,-0.049805517,-0.160451848,2.350351122
1609059660.417452097,-0.054881732,-0.165640002,2.347017982
1609059660.470232010,-0.059950999,-0.171665463,2.342643870
1609059660.517838955,-0.064948016,-0.178165731,2.338803261
1609059660.568953037,-0.073674625,-0.190716943,2.331476786
1609059660.660825968,-0.081887606,-0.204565101,2.324086708
1609059660.730107069,-0.088704514,-0.218261844,2.318325135
1609059660.777755022,-0.092213735,-0.225690903,2.315772779
1609059660.818107128,-0.095374120,-0.232859759,2.313721474
1609059660.869699001,-0.097837299,-0.239737896,2.311501499
1609059660.961730003,-0.103288262,-0.254424135,2.307585090
